id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
2339720,17854,تاريخ فلسفه غرب,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1961,,,per,پرواز,false,1167354,109,109620,124223,30425,987,5:12597|4:10560|3:5185|2:1360|1:723|total:30425,1945,,,4.08,72,3,"['17854', '851957']","['Bertrand Russell', 'نجف دریابندری']","['4.02', '3.75']",[],[],[],"Since its first publication in 1945 Lord Russell's <i>A History of Western Philosophy</i> has been universally acclaimed as the outstanding one-volume work on the subject—unparalleled in its comprehensiveness, its clarity, its erudition, its grace and wit. In seventy-six chapters he traces philosophy from the rise of Greek civilization to the emergence of logical analysis in the twentieth century. Among the philosophers considered are: Pythagoras, Heraclitus, Parmenides, Empedocles, Anaxagoras, the Atomists, Protagoras, Socrates, Plato, Aristotle, the Cynics, the Sceptics, the Epicureans, the Stoics, Plotinus, Ambrose, Jerome, Augustine, Benedict, Gregory the Great, John the Scot, Aquinas, Duns Scotus, William of Occam, Machiavelli, Erasmus, More, Bacon, Hobbes, Descartes, Spinoza, Leibniz, Locke, Berkeley, Hume, Rousseau, Kant, Hegel, Schopenhauer, Nietzsche, the Utilitarians, Marx, Bergson, James, Dewey, and lastly the philosophers with whom Lord Russell himself is most closely associated -- Cantor, Frege, and Whitehead, co-author with Russell of the monumental <i>Principia Mathematica.</i>"
20405911,17854,تاریخ فلسفه غرب,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388524622l/20405911._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388524622l/20405911._SX50_.jpg,,,,per,نشر پرواز,false,1167354,109,109620,124223,30425,987,5:12597|4:10560|3:5185|2:1360|1:723|total:30425,1945,,,4.08,28,1,['17854'],['Bertrand Russell'],['4.02'],['851957'],['نجف دریابندری'],['3.75'],تاریخ فلسفه غرب کتابی‌ست از برتراند راسل شامل شرح نقادانه تاریخ فلسفه در ممالک غربی از هزاره اول قبل از میلاد مسیح تا اواسط قرن بیستم میلادی.<br />نجف دریابندری در مقدمه‌ی خود بر این کتاب می‌نویسد:«احساس خواننده‌ی تاریخ راسل مانند احساس جوان کنجکاوی است که همراه پدر ستیهنده و زبان‌آور خود به دیدار بزرگان تاریخ تفکر می رود و به گفت و گوی پرحرارت پدر با آنها گوش می‌دهد؛ و بسیار چیزها - چه از باب معلومات فلسفی و چه از باب شیوه‌های جدل - می‌اموزد.»<br />تاریخ فلسفه‌ی غرب بازنویس سلسله درس‌هایی است که راسل از ۱۹۴۰ تا ۱۹۴۳ در آمریکا داده بود و سپس در تابستان ۱۹۴۴ در انگلستان برای انتشار آماده شد
28468471,17854,تاریخ فلسفۀ غرب,,978964477304,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1452107381l/28468471._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1452107381l/28468471._SY75_.jpg,2015,,,per,پرواز,false,1167354,109,109620,124223,30425,987,5:12597|4:10560|3:5185|2:1360|1:723|total:30425,1945,,,4.08,20,2,"['17854', '14823208']","['Bertrand Russell', 'برتراند راسل']","['4.02', '3.88']",['851957'],['نجف دریابندری'],['3.75'],تاریخ فلسفه ی غرب، بازنویس سلسله درسهایی است که راسل از ۱۹۴۰ تا ۱۹۴۳ در آمریکا داده بود و سپس در تابستان ۱۹۴۴ در انگلستان برای انتشار آماده شد. این کتاب پر خواننده ترین اثر راسل از کار درآمد و از زمان انتشار (۱۹۴۵) تا امروز همیشه در ردیف آثار پرفروش قرار داشته است. ولی اهل فن درباره ارزش آن اتفاق نظر ندارند. برخی آنرا نمونه قوت تحلیل و روشنائی بیان می دانند&amp; برخی نیز برآنند که در تاریخ برداشت های شخصی و یک جانبه ای از متفکران و مکاتب فلسفی ترسیم شده است؛ و به عنوان تنها وسیله ی آشنایی با تاریخ تفکر اروپایی می تواند بسیار گمراه کننده باشد. کسانی هم هستند که معتقدند هر دو حکم یاد شده کم یا بیش درست است. راسل در این باره می گوید:<br /><br /> فردی بی تمایل خاص نمی‌تواند تاریخ جالب توجهی بنویسد، به نظر من، کسی که مدعی نداشتن تعصب یا تمایلی باشد فریبکار است.»<br /><br />وی همچنین در مقدمه این کتاب می گوید:<br /> در تألیف کتابی چون کتاب حاضر، مسئله برگزیدن مطلب مسئله بس دشواری است. کتابی که در آن از جزئیات سخن به میان نیاید خشک و خالی و خسته کننده می گردد؛ و چون به جزئیات پرداخته شود، بیم آن می رود که مثنوی هفتاد من کاغذ شود. من خواسته ام این دوشق را باهم سازش دهم، از این راه که فقط از فلاسفه ای سخن بگویم که در نظرم دارای اهمیت بسیارند؛ و در مورد همین فلاسفه نیز آن جزئیاتی را به میان آورم که اگر ضروری نباشد باری در توضیح مطلب و جان بخشیدن به کلام به کار آید. فلسفه از دیرگاه امری تنها مربوط به مدرسه ها و یا موضوعی تنها برای بحث و جدل مشتی مردم درس خوانده نبوده است. فلسفه جزو زندگی اجتماع بوده، و من کوشیده ام آن را بدین اعتبار بررسی کنم. اگر این کتاب حسنی داشته باشد، آن حسن همانا از این رهگذر حاصل آمده است.
37648077,17854,تاریخ فلسفه غرب,,9789647793049,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548753623l/37648077._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548753623l/37648077._SY75_.jpg,1395,,,per,پرواز,false,1167354,109,109620,124223,30425,987,5:12597|4:10560|3:5185|2:1360|1:723|total:30425,1945,,,4.08,5,3,"['17854', '851957']","['Bertrand Russell', 'نجف دریابندری']","['4.02', '3.75']",[],[],[],"Since its first publication in 1945 Lord Russell's <i>A History of Western Philosophy</i> has been universally acclaimed as the outstanding one-volume work on the subject—unparalleled in its comprehensiveness, its clarity, its erudition, its grace and wit. In seventy-six chapters he traces philosophy from the rise of Greek civilization to the emergence of logical analysis in the twentieth century. Among the philosophers considered are: Pythagoras, Heraclitus, Parmenides, Empedocles, Anaxagoras, the Atomists, Protagoras, Socrates, Plato, Aristotle, the Cynics, the Sceptics, the Epicureans, the Stoics, Plotinus, Ambrose, Jerome, Augustine, Benedict, Gregory the Great, John the Scot, Aquinas, Duns Scotus, William of Occam, Machiavelli, Erasmus, More, Bacon, Hobbes, Descartes, Spinoza, Leibniz, Locke, Berkeley, Hume, Rousseau, Kant, Hegel, Schopenhauer, Nietzsche, the Utilitarians, Marx, Bergson, James, Dewey, and lastly the philosophers with whom Lord Russell himself is most closely associated -- Cantor, Frege, and Whitehead, co-author with Russell of the monumental <i>Principia Mathematica.</i>"
25070972,17854,تاريخ فلسفۀ غرب,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1425501329l/25070972._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1425501329l/25070972._SX50_.jpg,,,,per,,true,1167354,109,109621,124223,30425,987,5:12597|4:10560|3:5185|2:1360|1:723|total:30425,1945,,,4.08,2,2,['17854'],['Bertrand Russell'],['4.02'],['851957'],['نجف دریابندری'],['3.75'],راسل در مدرسۀ بارنز تاریخ فلسفه درس می گفت و حق نشر یادداشتهای خود را در این آموزشگاه که به صورت کتاب مشهور «تاریخ فلسفه غرب» درآمد به ناشری امریکایی فروخت. کتاب فوق هر چند با تصافی شروع شده بود ولی سالها منبع اصلی درآمد راسل و پرفروشترین کتاب در امریکا بود. اهمیت این کتاب در این است که در آن به تأثیر محیط اجتماعی هر عصر در افکار فلاسفه اهمیت زیادی داده شده است. گاهی نقد نویسان او را متهم کرده که تاریخی راستین ننوشته بلکه گزارشی تعصب آمیز دربارۀ رویدادهایی تنظیم کرده که به دلخواه برای نوشتن اختیار کرده است. راسل در این باره می گوید:<br /><br />«فردی بی تمایل خاص نمی تواند تاریخ جالب توجهی بنویسد، به نظر من، کسی که مدعی نداشتن تعصب یا تمایلی باشد فریبکار است.»<br /><br />آلبرت اینشتین دربارۀ کتاب تاریخ فلسفۀ غرب گفته است:<br /><br />«تاریخ فلسفۀ برتراند راسل کتابی است پر ارج. متحیرم که تازگی فرحبخش و اصالت این اثر را باید ستود یا حساسیت همدلی این متفکر بزرگ با اندیشمندان زمانهای بسیار دور را. نهایت سعادت می دانیم که نسل خشک و ددآسای زمان ما از وجود چنین مرد عاقل و باشرف و جسور، و در عین حال شوخ طبع، برخوردار است. کتابی است در اعلی درجه آموزنده، بسیار بلند مرتبه، و برتر از ستیزهای حزبها و تضاد عقیده ها.»<br /><br />زندگی و آثار برتراند راسل، امیر کشفی، برگه های 18 و 19.<br /><br /><br />نسخه‌ی پیش رو، نسخه ی تایپی کتاب است که در فضای وب منتشرشده است.<br />تایپ از<br /> تهران، شرکت سهامی کتابهای جیبی، 48-1340.
19025093,17854,تاریخ فلسفه غرب,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,per,سخن,false,1167354,109,109621,124223,30425,987,5:12597|4:10560|3:5185|2:1360|1:723|total:30425,1945,,,4.08,1,1,['17854'],['Bertrand Russell'],['4.02'],[],[],[],ترجمه نجف دریا بندری
2490322,17854,چرا مسیحی نیستم,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362098668l/2490322._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362098668l/2490322._SX50_.jpg,1970,,,per,,true,1043242,86,46474,72242,17971,658,5:6749|4:6643|3:3223|2:900|1:456|total:17971,1927,5,,4.02,123,19,"['17854', '1105644']","['Bertrand Russell', 'س.الف.س.طاهری']","['4.02', '3.72']",[],[],[],"Dedicated as few men have been to the life of reason, Bertrand Russell has always been concerned with the basic questions to which religion also addresses itself -- questions about man's place in the universe and the nature of the good life, questions that involve life after death, morality, freedom, education, and sexual ethics. He brings to his treatment of these questions the same courage, scrupulous logic, and lofty wisdom for which his other work as philosopher, writer, and teacher has been famous. These qualities make the essays included in this book perhaps the most graceful and moving presentation of the freethinker's position since the days of Hume and Voltaire. <p> ""I am as firmly convinced that religions do harm as I am that they are untrue,"" Russell declares in his Preface, and his reasoned opposition to any system or dogma which he feels may shackle man's mind runs through all the essays in this book, whether they were written as early as 1899 or as late as 1954. </p><p> The book has been edited, with Lord Russell's full approval and cooperation, by Professor Paul Edwards of the Philosophy Department of New York University. In an Appendix, Professor Edwards contributes a full account of the highly controversial ""Bertrand Russell Case"" of 1940, in which Russell was judicially declared ""unfit"" to teach philosophy at the College of the City of New York. </p><p> Whether the reader shares or rejects Bertrand Russell's views, he will find this book an invigorating challenge to set notions, a masterly statement of a philosophical position, and a pure joy to read.</p>"
24636679,17854,رساله منطقی - فلسفی,,9789643638474,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494020596l/24636679._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494020596l/24636679._SY75_.jpg,2014,,,per,نشر هرمس,false,3157863,29,42340,62829,15447,594,5:6688|4:4765|3:2728|2:879|1:387|total:15447,1921,,,4.07,24,8,['7672'],['Ludwig Wittgenstein'],['4.13'],['308527'],['سروش دباغ'],['3.74'],کتاب «رساله» تنها کتابی است که ویتگنشتاین در زمان حیاتش منتشر کرد؛ در «رساله» نام هیچ منبعی به چشم نمی‌خورد و کتاب تنها یک پانوشت دارد. گویی نویسنده «رساله»، که پیامبرگونه اسرار نهان را بر آفتاب افکنده، به این دقیقه متفطن بوده که راه نوینی پیش پای کاروان فلسفه بشری باز کرده است. «رساله» آیینه تمام‌نمایی است از جد و جهد نابغه‌ای که هم متاثر از سنت تحلیلی و فیلسوفان نسل اولی آن (فرگه، راسل و مور) است، هم میراث‌دار سنت آلمانی استعلایی است و هم دلی در گرو نویسندگان «داستان‌های انجیل» و «برادران کارامازوف» و حکمت و معنویت مندرج در آثار ایشان دارد. شاید با ملحوظ کردن جمیع این مؤلفه‌هاست که ایان هکینگ، فیلسوف تحلیلی مشهور معاصر، «رساله» را اوج خلاقیت و نبوغ بشر غربی می‌انگارد و بر این باور است که تا تمدن غربی برپاست این اثر استثنایی، خوانده و نقد و بررسی می‌شود
5143619,17854,مسائل فلسفه,,9789644871290,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434546803l/5143619._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434546803l/5143619._SY75_.jpg,1968,,,per,خوارزمی,false,983476,639,37383,49206,12594,540,5:3947|4:4760|3:2909|2:726|1:252|total:12594,1912,1,,3.91,57,12,['17854'],['Bertrand Russell'],['4.02'],['2941754'],['منوچهر بزرگمهر'],['3.75'],
2782306,17854,تسخیر خوشبختی,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390915644l/2782306._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390915644l/2782306._SX50_.jpg,1969,,,per,,false,1167362,108,29432,37513,9343,727,5:3191|4:3736|3:1891|2:416|1:109|total:9343,1930,,,4.02,20,6,"['17854', '7797420']","['Bertrand Russell', 'ع. وحیدمازندرانی']","['4.02', '4.10']",[],[],[],عنوان: «شاهراه خوشبختی» یا «تسخیر سعادت»؛ اثر: «برتراند راسل»؛ ترجمه: «ع. وحیدمازندرانی»، نشر: ‏تهران، امیرکبیر، چاپ دوم: ۱۳۵۲، در ۱۸۸ ص.، شابک: ندارد، ‬چاپ نخست: امیرکبیر، ۱۳۴۸ در ۲۷۹ ص.، ‏‫عنوان دیگر: تسخیر خوشبختی (تسخیر سعادت).‬، موضوع: خوشبختی، موفقیت، راه و رسم زندگی
