id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
5507388,19405,آنا کارنینا,9644481127,9789644481123,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2003,,,per,نیلوفر,false,2507928,2186,299755,2574711,635808,22738,5:263153|4:208449|3:113152|2:34640|1:16414|total:635808,1877,,,4.05,1132,83,['128382'],['Leo Tolstoy'],['4.06'],['966015'],['سروش حبیبی'],['4.00'],داستان آنا کارِنینا دارای شخصیت اولِ واحدی نیست. با دیدن نام آنا کارنینا، این تصور ایجاد می‌شود که این داستان حتماً به‌کلّی دربارهٔ اوست، اما در واقع این‌گونه نیست؛ درحالی‌که شاید بیش از نیمی از داستان دربارهٔ او باشد، بقیهٔ داستان دربارهٔ فردی به نام «لوین» است که البته این دو شخصیت در داستان رابطهٔ دورادوری با هم دارند. به‌عبارتی، آنا کارِنینا خواهرِ دوستِ لوین است، که در ادامه داستان باجناق می‌شوند. در طولِ داستان، این دو شخصیت فقط دو بار یک بار در اوایل داستان و همچنین در اواخرِ داستان با هم روبه‌رو می‌شوند. پس، درحقیقت این رمان فقط به زندگی آنا کارِنینا اشاره ندارد و در آن به زندگی و افکار شخصیت‌های دیگرِ داستان نیز پرداخته شده‌است. آنا نام این زن است و کارِنین نام شوهرِ اوست، و او به‌مناسبت نام شوهرش آنا کارِنینا (مؤنثِ «کارِنین») نامیده می‌شود. <br /><br />تولستوی در نوشتن این داستان سعی داشته برخی افکار خود را در قالب دیالوگ‌های متن به خواننده القاء کند و او را به تفکر وادارد. در بعضی قسمت‌های داستان، تولستوی دربارهٔ شیوه‌های بهبود کشاورزی یا آموزش سخن گفته که نشان‌دهندهٔ اطلاعات وسیع نویسنده در این زمینه‌هاست. البته بیان این اطلاعات و افکار، گاهی باعث شده داستان از موضوع اصلی خارج و خسته‌کننده شود؛ به‌ویژه وقتی که در داستان صحبت از کشاورزی است. یکی از بارزترین جلوه‌های ظهور اندیشه‌های این نویسنده در داستان، قسمت‌هایی است که او افکار مذهبیِ خود را در قالب افکار شخصیت مهم داستان، یعنی لوین، آورده‌است. <br /><br />داستان از اینجا شروع می‌شود که زن و شوهری به نام‌های استپان آرکادیچ و داریا الکساندرونا با هم اختلافی خانوادگی دارند. آنا کارِنینا خواهر استپان آرکادیچ است و از سن پترزبورگ به خانهٔ برادرش – که در مسکو است – می‌آید و اختلاف زن و شوهر را حل می‌کند و حضورش در مسکو باعث به وجود آمدن ماجراهای اصلیِ داستان می‌شود… در داستان، فضای اشرافیِ آن روزگار حاکم است؛ زمانی که پرنس‌ها و کنت‌ها دارای مقامی والا در جامعه بودند، و آداب و رسوم اشرافیت و نجیب‌زادگی بر داستان حاکم است. در کل داستان روندی نرم و دلنشین دارد و به عقیدهٔ بعضی فضای خشک داستان جنگ و صلح بر آناکارنینا حاکم نیست. این داستان، که درون‌مایه‌ای عاشقانه – اجتماعی دارد، بعد از جنگ و صلح، بزرگ‌ترین اثر تولستوی، این نویسندهٔ بزرگ روسی به‌شمار می‌رود.
1778827,19405,آنا کارنینا,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1570717853l/1778827._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1570717853l/1778827._SY75_.jpg,1984,,,per,نهال نویدان,false,2507928,2186,299755,2574711,635808,22738,5:263153|4:208449|3:113152|2:34640|1:16414|total:635808,1877,,,4.05,210,9,"['128382', '7878671']","['Leo Tolstoy', 'جواد امیرانی']","['4.06', '3.75']",[],[],[],"Anna is a young and elegant wife of Mr. Karenin, who is wealthy and old. She meets the handsome Count Vronsky. Anna and Vronsky fall in love with each other, and he comes to be with her in St. Petersburg. They are very happy together and make a great looking couple, but soon their happiness gets under social pressures. Anna is hopelessly begging Mr. Karenin for a divorce, but he wants to keep the mother of their child. She has another baby born from her lover Vronsky. Conflict between her untamed desires and painful reality causes her a depression and suicidal thoughts. Anna loses interest in such a life and jumps under a train."
1180469,19405,آنا کارنین دوجلدی,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1963,,,per,امیرکبیر,false,2507928,2186,299755,2574711,635808,22738,5:263153|4:208449|3:113152|2:34640|1:16414|total:635808,1877,,,4.05,179,15,"['128382', '1433712']","['Leo Tolstoy', 'مشفق همدانی']","['4.06', '3.83']",[],[],[],"Ana Karenjina je roman ruskog pisca Lava Nikolajeviča Tolstoja, koji je prvobitno objavljivan u djelovima od 1873. do 1877. godine. Prva pojava romana je bila u „Ruskom glasniku“, ali nije objavljen do kraja, pošto je Tolstoj došao u sukob s urednikom Mihailom Katkovim oko pitanja koja su pokrenuta u završnom dijelu. Stoga je prva pojava romana u cjelini bila u obliku knjige.<br />Naširoko smatrana vrhuncem realizma, Tolstoj je ovu knjigu smatrao svojim prvim pravim romanom. Lik Ane je vjerojatno, barem djelomično, inspiriran Marijom Hartung (1832. - 1919.), starijom kćerkom ruskog pjesnika Aleksandra Puškina.<br />Zanimljivo je i to da je kao prototip za lik grofa Vronskog poslužio pukovnik Rajevski koji je zaista kao dobrovoljac sudjelovao u srpsko-turskom ratu i tamo poginuo."
33558934,19405,آناکارنینا,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1482608831l/33558934._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1482608831l/33558934._SX50_.jpg,1969,,,per,ساحل,false,2507928,2186,299755,2574711,635808,22738,5:263153|4:208449|3:113152|2:34640|1:16414|total:635808,1877,,,4.05,36,4,['128382'],['Leo Tolstoy'],['4.06'],['6912397'],['محمدعلی شیرازی'],['3.41'],آناکارنینا<br />لئونیکالایویچ تولستوی<br />محمدعلی شیرازی<br />داستان‏های روسی<br />انتشارات ساحل*، مرداد 48<br />*توش نوشته ساحل، چاپخانه فیروز و پشتش نوشته اردیبهشت.<br /><br /> <br />{احتمالا اونایی که مثل من قدیمی‏ترن و سنی ازشون گذشته ;) خوب یادشون می‏یاد که یه زمانی طرحی که روی جلد کتاب، یه پوستر بود یا کوبلن یا فرش یا نقاشی که توی خیلی از خونهها بود. اون‏وقت‏ها تنوع اینقدر کم بود که همه‏ی خونه‏ها شبیه هم بود.}
36128533,19405,آناکارنینا,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503767162l/36128533._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503767162l/36128533._SY75_.jpg,1991,,,per,اردیبهشت,false,2507928,2186,299755,2574711,635808,22738,5:263153|4:208449|3:113152|2:34640|1:16414|total:635808,1877,,,4.05,48,6,['128382'],['Leo Tolstoy'],['4.06'],['6912397'],['محمدعلی شیرازی'],['3.41'],آناکارنینا اثر معروف تولستوی است که همچون جنگ و صلح، رمانی است مفصل با تعداد زیادی شخصیت، و جزیی‌ترین دید. لئو تولستوی، آناکارنینا را اولین رمان واقعی خود و یک حماسه منثور می‌داند.<br /><br />اگرچه نام این کتاب این تصور را برای خواننده ایجاد می‌کند که «آنا کارنینا» شخصیت اول کتاب است، اما محوریت نیمی از داستان با این شخصیت است و نیم دیگر با «لوین». این اثر، دیدگاه اخلاقی و مذهبی تولستوی را به وضوح نشان می‌دهد؛ دو جریان عاشقانه که یکی اخلاق محور و دیگری ضد اخلاق پیش می‌رود و تولستوی هردو را به موازات یکدیگر روایت می‌کند.
21398395,19405,(آنا كارنينا  ( دوره دو جلدي,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394202213l/21398395._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394202213l/21398395._SX50_.jpg,2009,,,per,انتشارات نيلوفر,false,2507928,2186,299756,2574711,635808,22738,5:263153|4:208449|3:113152|2:34640|1:16414|total:635808,1877,,,4.05,37,1,['128382'],['Leo Tolstoy'],['4.06'],['966015'],['سروش حبیبی'],['4.00'],"<a href=""https://www.goodreads.com/book/show/45214362._Anna_Kareninov__I"" title="" Anna Kareninová I"" rel=""nofollow""> Anna Kareninová I</a><br /><a href=""https://www.goodreads.com/book/show/45214395._Anna_Kareninov__II"" title="" Anna Kareninová II"" rel=""nofollow""> Anna Kareninová II</a><br /><br />Díl I.<br />Přeložila a vysvětlivkami opatřila Věra Očadlíková.<br />Graficky upravil Miloš Hrbas.<br />49. svazek edice Klub čtenářů.<br />Náklad 61 400 výtisků.<br />Počet stran 495.<br /><br />Díl II.<br />Přeložila a vysvětlivkami opatřila Věra Očadlíková.<br />Doslov napsal Václav Běhounek.<br />Graficky upravil Miloš Hrbas.<br />50. svazek edice Klub čtenářů.<br />Náklad 61 000 výtisků.<br />Počet stran 450."
6487540,19405,آنا کارنینا,,789646552364,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1568652517l/6487540._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1568652517l/6487540._SX50_.jpg,2003,,,per,گوتنبرگ,false,2507928,2186,299756,2574711,635808,22738,5:263153|4:208449|3:113152|2:34640|1:16414|total:635808,1877,,,4.05,24,2,"['128382', '2938389']","['Leo Tolstoy', 'قازار سیمونیان']","['4.06', '3.63']",[],[],[],"Acclaimed by many as the world's greatest novel, <i>Anna Karenina</i> provides a vast panorama of contemporary life in Russia and of humanity in general. In it Tolstoy uses his intense imaginative insight to create some of the most memorable characters in literature. Anna is a sophisticated woman who abandons her empty existence as the wife of Karenin and turns to Count Vronsky to fulfil her passionate nature - with tragic consequences. Levin is a reflection of Tolstoy himself, often expressing the author's own views and convictions.<br /><br />Throughout, Tolstoy points no moral, merely inviting us not to judge but to watch. As Rosemary Edmonds comments, 'He leaves the shifting patterns of the kaleidoscope to bring home the meaning of the brooding words following the title, 'Vengeance is mine, and I will repay."
20931662,19405,آنا کارنینا,,9789648155624,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393534127l/20931662._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393534127l/20931662._SY75_.jpg,,,,per,نگارستان کتاب,false,2507928,2186,299756,2574711,635808,22738,5:263153|4:208449|3:113152|2:34640|1:16414|total:635808,1877,,,4.05,18,2,"['128382', '7048397']","['Leo Tolstoy', 'منوچهر بیگدلی خمسه']","['4.06', '3.91']",[],[],[],"Acclaimed by many as the world's greatest novel, <i>Anna Karenina</i> provides a vast panorama of contemporary life in Russia and of humanity in general. In it Tolstoy uses his intense imaginative insight to create some of the most memorable characters in literature. Anna is a sophisticated woman who abandons her empty existence as the wife of Karenin and turns to Count Vronsky to fulfil her passionate nature - with tragic consequences. Levin is a reflection of Tolstoy himself, often expressing the author's own views and convictions.<br /><br />Throughout, Tolstoy points no moral, merely inviting us not to judge but to watch. As Rosemary Edmonds comments, 'He leaves the shifting patterns of the kaleidoscope to bring home the meaning of the brooding words following the title, 'Vengeance is mine, and I will repay."
1180468,19405,جنگ و صلح (دوره ۲ جلدی),,9789640004159,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329517188l/1180468._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329517188l/1180468._SX50_.jpg,1982,,,per,امیرکبیر,false,4912783,1686,734370,1035480,251515,10666,5:115241|4:76900|3:40046|2:12209|1:7119|total:251515,1867,,,4.12,348,20,['128382'],['Leo Tolstoy'],['4.06'],['2884900'],['کاظم انصاری'],['3.88'],جنگ و صلح نام رمان مشهور لئو تالستوی، نویسنده شهیر روس است. وی کتاب جنگ و صلح را در سال ۱۸۶۹ میلادی نوشت. این کتاب یکی از بزرگ‌ترین آثار ادبیات روسی و از مهم‌ترین رمان‌های ادبیات جهان به شمار می‌رود. در این رمان طولانی بیش از ۵۸۰ شخصیت با دقت توصیف شده‌اند و یکی از معتبرترین منابع تحقیق و بررسی در تاریخ سیاسی و اجتماعی سده نوزدهم امپراتوری روسیه است و به شرح مقاومت روس‌ها در برابر حملهٔ ارتش فرانسه به رهبری ناپلئون بناپارت می‌پردازد. منتقدان ادبی آن را یکی از بزرگ‌ترین رمان‌های جهان می‌دانند. این رمان، زندگی اجتماعی و سرگذشت پنج خانواده اشرافی روس را در دوران جنگ‌های روسیه و فرانسه در سال‌های ۱۸۰۵ تا ۱۸۱۴ به تصویر می‌کشد.
3512295,19405,(جنگ و صلح (دورۀ ٢ جلدی,9644480260,9789644480256,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528620960l/3512295._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528620960l/3512295._SY75_.jpg,2009,,,per,نیلوفر,false,4912783,1686,734370,1035480,251515,10666,5:115241|4:76900|3:40046|2:12209|1:7119|total:251515,1867,,,4.12,229,19,['128382'],['Leo Tolstoy'],['4.06'],['966015'],['سروش حبیبی'],['4.00'],جنگ و صلح نام رمان مشهور لئو تالستوی، نویسنده شهیر روس است. وی کتاب جنگ و صلح را در سال ۱۸۶۹ میلادی نوشت. این کتاب یکی از بزرگ‌ترین آثار ادبیات روسی و از مهم‌ترین رمان‌های ادبیات جهان به شمار می‌رود. در این رمان طولانی بیش از ۵۸۰ شخصیت با دقت توصیف شده‌اند و یکی از معتبرترین منابع تحقیق و بررسی در تاریخ سیاسی و اجتماعی سده نوزدهم امپراتوری روسیه است و به شرح مقاومت روس‌ها در برابر حملهٔ ارتش فرانسه به رهبری ناپلئون بناپارت می‌پردازد. منتقدان ادبی آن را یکی از بزرگ‌ترین رمان‌های جهان می‌دانند. این رمان، زندگی اجتماعی و سرگذشت پنج خانواده اشرافی روس را در دوران جنگ‌های روسیه و فرانسه در سال‌های ۱۸۰۵ تا ۱۸۱۴ به تصویر می‌کشد.
