id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
21474391,46466,چنبره افعی‌ها,,9789648578164,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395039431l/21474391._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395039431l/21474391._SY75_.jpg,2007,,,per,نشر لوح فکر,false,101611,72,6206,8809,2171,172,5:818|4:818|3:411|2:90|1:34|total:2171,1932,,,4.06,2,0,['61023'],['François Mauriac'],['4.32'],['6833434'],['جواد صدر'],['4.50'],نزد من مرگ چون دزد نخواهد آمد. سال‌هاست که او در کمین من است، صدایش را می‌شنوم و تنفسش را می‌شنوم او را حس می‌کنم. مرگ خیلی حوصله دارد به خصوص برای من که تحریکش نمی‌کنم و به انتظارش هستم. من زندگیم را در لباس راحتی و در همان صندلی راحتی که مادرم به انتظار مرگ نشست تمام می‌کنم. من هم مثل او نزدیک یک میز پر از دوا نشسته‌ام. ریشم نتراشیده، بدبو و اسیر عادات زشتی هستم.
42366176,46466,نامه‌ای به ایزابل,,9789647790123,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1539701330l/42366176._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1539701330l/42366176._SX50_.jpg,2003,,,per,چاپار,false,101611,72,6206,8809,2171,172,5:818|4:818|3:411|2:90|1:34|total:2171,1932,,,4.06,2,0,['61023'],['François Mauriac'],['4.32'],['459231'],['مهدی سمائی'],['3.27'],"<p>In this remarkable novel, Mauriac brings his extraordinary talent for probing the inmost core of the human character to what is arguably the most exciting theme in the world: the battle for the human soul. In all of literature there can be few more appalling studies of a soul devoured by pride and avarice, corroded by hatred.</p><p>Louis, a wretchedly unhappy multi-millionaire, all but personifies evil. Toward the end of his life, seeking to uncover the cause of his unhappiness, he commits to paper his whole bitter story: his indulgent but affection-starved childhood; his first love; the trivial misunderstanding that festered until it poisoned their entire married life and the lives of their children; the old miser's struggle to disinherit his family; and finally, the powerful climax, with divine grace vying to the very end to pierce the evil encrusting Louis' soul.</p>"
890787,46466,خانواده تیبو دوره چهار جلدی,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1588415476l/890787._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1588415476l/890787._SY75_.jpg,1991,,,per,نیلوفر,false,46010651,28,2140,2483,589,75,5:283|4:192|3:84|2:18|1:12|total:589,1936,,,4.22,328,53,['46466'],['Roger Martin du Gard'],['4.07'],['936799'],['ابوالحسن نجفی'],['3.99'],خانوادهٔ تیبو رمان بلندی است نوشتهٔ روژه مارتن دوگار (۱۹۵۸-۱۸۸۱)، نویسنده فرانسوی و برندهٔ جایزه نوبل ادبیات. این رمان از سویی به بررسی وقایع اروپا در سال‌های ابتدایی قرن بیستم و سال‌های جنگ اول جهانی می‌پردازد و از سویی دیگر همگام با آن شرح وقایع خانواده توانگر و فرهیخته فرانسوی یعنی خانواده تیبو را توصیف می‌کند. فرزند کوچک این خانواده، ژاک تیبو با روح سرکش و رام نشدنی اش سرنوشت خود را در دنیای پیرامونش می‌جوید و خانواده را ترک می‌گوید. او در تعامل با اندیشه‌های سوسیالیستی اش به تضاد با خوشبختی و زندگی ایدئال در کنار کسی که دوستش دارد می‌رسد.<br /><br />عده‌ای از هواخواهان رمان‌نویسی کلاسیک این رمان را بزرگترین رمان قرن بیستم می‌دانند.
5973476,46466,خانوادۀ تیبو,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1364804808l/5973476._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1364804808l/5973476._SX50_.jpg,,,,per,نیلوفر,false,46010651,28,2140,2483,589,75,5:283|4:192|3:84|2:18|1:12|total:589,1936,,,4.22,20,6,['46466'],['Roger Martin du Gard'],['4.07'],['936799'],['ابوالحسن نجفی'],['3.99'],خانواده تیبو رمان بلندی است که توسط روژه مارتن دوگار، (۱۹۵۸-۱۸۸۱) نویسنده فرانسوی و برنده جایزه نوبل ادبیات نوشته شده‌است. این رمان از سویی به بررسی وقایع اروپا در سالهای ابتدایی قرن بیستم و سالهای جنگ اول جهانی می‌پردازد و از سویی دیگر همگام با آن شرح وقایع خانواده ثروتمند و فرهیخته فرانسوی یعنی خانواده تیبو را توصیف می‌کند. فرزند کوچک این خانواده، ژاک تیبو با روح سرکش و رام نشدنی اش سرنوشت خود را در دنیای پیرامونش می‌جوید و خانواده را ترک می‌گوید. او در تعامل با اندیشه‌های سوسیالیستی اش به تضاد با خوشبختی و زندگی ایده آل در کنار کسی که دوستش دارد می‌رسد.<br />عده‌ای از هواخواهان رمان نویسی کلاسیک این رمان را بزرگترین رمان قرن بیستم می‌دانند.
53311960,46466,خانواده تیبو دوره چهار جلدی,9644480694,9789644480690,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1588417521l/53311960._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1588417521l/53311960._SY75_.jpg,2019,,,per,نیلوفر,false,46010651,28,2140,2483,589,75,5:283|4:192|3:84|2:18|1:12|total:589,1936,,,4.22,0,0,['46466'],['Roger Martin du Gard'],['4.07'],['936799'],['ابوالحسن نجفی'],['3.99'],
579239,46466,خانواده تیبو | جلد یکم از دوره چهارجلدی: دفترچه‌ی خاکستری؛ ندامتگاه؛ فصل گرم,9644480708,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424433286l/579239._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424433286l/579239._SX50_.jpg,1991,,,per,انتشاراتِ نیلوفر,false,46010704,24,1067,1663,398,43,5:186|4:127|3:63|2:14|1:8|total:398,1922,,,4.18,19,4,['46466'],['Roger Martin du Gard'],['4.07'],['936799'],['ابوالحسن نجفی'],['3.99'],جلدِ یکُم مشتمل است بر 3 کتابِ نخستینِ این‌رمان:<br />1- دفترچۀ خاکستری / Le Cahier Gris (تاریخِ نخستین‌چاپ: 1920)<br />2- ندامتگاه / Le Pénitencier (~ 1922)<br />3- فصلِ گرم / La Belle Saison (~ 1923)
51911152,46466,ژان باروا,9644481704,9789644481703,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,1134609,38,596,719,182,27,5:59|4:70|3:40|2:11|1:2|total:182,1913,,,3.95,4,1,['46466'],['Roger Martin du Gard'],['4.07'],['4423044'],['منوچهر بدیعی'],['3.68'],
1223026,46466,خانوادۀ تیبو | جلدِ سوّم از دورۀ چهارجلدی: تابستانِ 1914,9644480724,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424433100l/1223026._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424433100l/1223026._SX50_.jpg,1991,,,per,انتشاراتِ نیلوفر,false,19105008,19,340,629,148,7,5:72|4:49|3:19|2:8|1:0|total:148,1923,,,4.25,8,2,['46466'],['Roger Martin du Gard'],['4.07'],['936799'],['ابوالحسن نجفی'],['3.99'],جلدّ سوّم مشتمل است بر هفتمین‌کتاب ازین‌رمان: «تابستانِ 1914 / L'Été» (تاریخِ نخستین‌چاپ: 1935)
355087,46466,خانوادۀ تیبو | جلدِ دوّم از دورۀ چهارجلدی: طبابت؛ سورلینا؛ مرگِ پدر,9644480716,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424433447l/355087._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424433447l/355087._SX50_.jpg,1991,,,per,انتشاراتِ نیلوفر,false,69843126,15,286,524,126,6,5:56|4:44|3:18|2:6|1:2|total:126,,,,4.16,11,1,['46466'],['Roger Martin du Gard'],['4.07'],['936799'],['ابوالحسن نجفی'],['3.99'],جلدّ دوّم مشتمل است بر کتاب‌های چهارم تا ششمِ این‌رمان:<br />4- طبابت / La Consultation (تاریخِ نخستین‌چاپ: 1928)<br />5- سُرِلینا / Sorellina (~ 1928)<br />6- مرگِ پدر / La Mort du Père (~ 1929)
40207738,46466,خانواده تیبو جلد دوم,9644480709,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1527223894l/40207738._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1527223894l/40207738._SX50_.jpg,1387,,,per,,false,69843126,15,286,524,126,6,5:56|4:44|3:18|2:6|1:2|total:126,,,,4.16,0,0,['46466'],['Roger Martin du Gard'],['4.07'],[],[],[],
