id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
36369302,36913,گیتانجالی,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1507388978l/36369302._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1507388978l/36369302._SX50_.jpg,2014,,,per,الهام اندیشه,false,2066877,432,25688,36520,8449,551,5:4641|4:2420|3:1005|2:237|1:146|total:8449,1910,,,4.32,5,2,"['36913', '17210091']","['Rabindranath Tagore', 'رویا خاکسار']","['4.13', '2.60']",[],[],[],"Nobel laureate Rabindranath Tagore was one of the most important writers in 20th-century Indian literature. Among his expansive and impressive body of work, ""Gitanjali"" is regarded as one of his greatest achievements, and has been a perennial bestseller since it was first published in 1910."
27558517,36913,خانه و جهان,,9789643153151,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1537471845l/27558517._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1537471845l/27558517._SX50_.jpg,2007,,,per,توس,false,1214983,178,12022,14808,3869,297,5:1037|4:1494|3:1034|2:241|1:63|total:3869,1916,,,3.83,11,5,['36913'],['Rabindranath Tagore'],['4.13'],['1836694'],['(زهرای خانلری (کیا'],['3.48'],این رمان زیبا اولین بار در سال ۱۹۱۵ انتشار یافت و زمینه آن سرزمین بنگاله است، در آغاز قرنی که شاهد تشنج‌های شدید بوده است. گزارش در سه صداست که در برابر یکدیگر قرار می‌گیرند، بگومگو می‌کنند و داستان عشقی است متمرکز بر تصویر منقلب‌کننده زن.<br />این کتاب که در آن سنت‌های گذشته و آداب تجددخواهانه با یکدیگر تماس پیدا می‌کنند هنوز به‌طور شگفت‌انگیزی باب روز است، تا حدی که به سینماگر معروف هندی ساتیاجیت‌ری در یکی از آخرین فیلمهایش به نام “خانه و جهان” الهام بخشیده است.
28510403,36913,باغبان,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1452506399l/28510403._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1452506399l/28510403._SX50_.jpg,1957,,,per,کابل، 1336,false,784925,84,3772,6778,1581,103,5:823|4:474|3:214|2:55|1:15|total:1581,1913,,,4.29,3,1,"['36913', '14847830']","['Rabindranath Tagore', 'پژمان']","['4.13', '4.67']",[],[],[],"The Gardener, Rabindranath Tagore<br />عنوان: باغبان؛ نویسنده: رابیندرانات تاگور؛ مترجم: پژمان، کابل، 1336، در 88 ص"
33223196,36913,ملی گرایی,,9786006867656,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480634550l/33223196._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480634550l/33223196._SX50_.jpg,2016,,,per,روزگار نو,false,160596,101,3790,4619,1142,132,5:413|4:453|3:206|2:54|1:16|total:1142,1917,,,4.04,0,0,"['36913', '7085166']","['Rabindranath Tagore', 'بنفشه جعفر']","['4.13', '2.90']",[],[],[],تاگور، رمان‌نویس، موسیقی‌دان، شاعر و نمایش‌نامه‌نویس هندی و از مخالفنا سرسخت سلطه قوانین بریتانیا در هندوستان است، که به بررسی نحوه تجدید حیات شرق و چالش‌های پیش‌روی آن در برابر برتری و حاکمیت غریب می‌پردازد و خواهان آینده‌ای فرای تفکرات ملی‌گرایی و در عوض، مبنی بر همکاری متقابل و بردباری می‌باشد.
23603013,36913,شکونتلا,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1505655122l/23603013._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1505655122l/23603013._SX50_.jpg,1962,,,per,بنگاه ترجمه و نشر کتاب,false,628126,101,4880,4536,1182,87,5:347|4:424|3:306|2:82|1:23|total:1182,400,,,3.84,12,2,['186034'],['Kālidāsa'],['3.91'],['16017451'],['Indu Shekhar'],['3.73'],نمایشنامه‌‌ای است از کالیداس نویسندهٔ کهن هندی - که به احتمالی در قرون اولیهٔ مسیحی می‌زیسته است. این نمایشنامه به داستان عشق دو طرفهٔ دوشیانت - شاه - و شکونتلا - دختری حاصل همبستری یک راهب و یک پری - می‌پردازد. شکونتلا در صومعه‌‌ای زندگی می‌کند و عهده‌دار پذیرایی از مهمانان آن دیر است. روزی در حالی که فکرش مشغول دوشیانت و عشق اوست، از مهمان‌نوازی راهبی غفلت می‌ورزد. راهب، خشمگین، نفرین خود را نثار شکونتلا می‌کند؛ نفرین این است که دوشیانت دیگر او را نشناسد. دوست دوشیانت راهب را اندکی آرام می‌کند اما نفرین راهب دیگر تاثیر خود را کرده است. راهب به دوست شکونتلا می‌گوید نفرین او آنگاه زایل می‌گردد که انگشتری دوشیانت را - که او پیشتر به شکونتلا هدیه کرده بود - به دوشیانت نشان دهند. اما انگشتر از دستان شکونتلا فرومی‌افتد و در دریاچه‌‌ای گم می‌شود…
32777036,36913,شکونتلا,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1477473547l/32777036._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1477473547l/32777036._SX50_.jpg,1962,,,per,بنگاه ترجمه و نشركتاب,false,628126,101,4880,4536,1182,87,5:347|4:424|3:306|2:82|1:23|total:1182,400,,,3.84,1,0,['186034'],['Kālidāsa'],['3.91'],['16017451'],['Indu Shekhar'],['3.73'],"منظومه‌ی شکونتلا یا شاکونتالا زیباترین اثر کالیداس شاعر و نمایشنامه نویس نامدار هندی است. شکونتلا یعنی ""مرغ پرورده"" نام دختر دلربای بی‌همتایی است که در کودکی در پناه مرغان جنگل و پس از چندی در صومعه‌ی مرد پارسایی پرورده و بالیده شده است. قضا را میان دوشیانت پادشاه هند و شکونتلا دیداری دست می‌دهد و هردو به‌یکدیگر دل می‌بازد. زمان وصال زود فرا می‌رسد و پس از آن‌که روزگاری به کام دل سپری می‌شود، شاه دوشیانت، کام یافته به پایتخت باز می‌گردد، تا همسر باردارش را با شکوه تمام به دربار ببرد. روزی حادثه‌ای پیش آمد؛ دختر که به سبب عشق، خویشتن را نیز از یاد برده بود، به پیری مستجاب الدعوه که بدان دیار پای نهاده بود بی‌اعتنایی نشان می‌دهد و رسم معمول را به جای نمی‌آورد، پیر به شاکونتلا خشم می‌گیرد و زبان می‌گشاید که: ""نفرین جاودانی بر تو باد، می‌نگرم که عاشق شده‌ای، امید دارم دلدارت هرگز ترا به‌خاطر نیاورد و تو در شرار هجران او بسوزی<br />شکونتلا در میان بوته‌های گل چنان سرگرم عشق خویش بود که نفرین پیر را نشنید، اما دیگر یاران او صدای لرزان و خشم‌آلود پیر راشنیدند- دختری به پای او افتاد و گفت: بر این بینوا رحم کن، دریغ است با نفرینت این شادکامی را از او بگیری..."" پیر گفت: ""نفرین من تا آن زمان خواهد بود که دختر نشانی از معشوق به وی نشان دهد آنگاه این نفرین دامان او را رها خواهد کرد<br />نفرین او زنگار فراموشی بر دل شاه نشانده بود، چنان‌که چون شکونتلا شادمان و امیدوار به‌دربار می‌رود شاه او را نمی‌شناسد<br />شکونتلا با دیدگان اشکبار گفت: ""شهریار من، من شاکونتلا هستم، دختری که تو به همسری برگزیدی و حلقه‌ی مرصع خود را بر انگشتش کردی..."" و سپس دست لرزان را به جلو برد تا انگشتری را به او نشان دهد اما دریغ، حلقه بر انگشت او نبود و او آن‌را گم کرده بود"
42294549,36913,شکونتلا,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1539446463l/42294549._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1539446463l/42294549._SY75_.jpg,2017,,,per,علمی و فرهنگی,false,628126,101,4880,4536,1182,87,5:347|4:424|3:306|2:82|1:23|total:1182,400,,,3.84,1,0,"['186034', '16017451']","['Kālidāsa', 'Indu Shekhar']","['3.91', '3.73']",[],[],[],"Kalidasa's play about the love of King Dusyanta for Sakuntala, a monastic girl, is the supreme work of Sanskrit drama by its greatest poet and playwright (c.4th century CE). Overwhelmingly erotic in tone and in performance, <i>The Recognition of Sakuntala</i> aimed to produce an experience of aesthetic rapture in the audience, comparable to certain types of mystical experience.<br /><p>The pioneering English translation of Sakuntala in 1789 caused a sensation among European composers and writers (including Goethe), and it continues to be performed around the world.</p>"
32200803,36913,مرغان آواره,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474836270l/32200803._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474836270l/32200803._SX50_.jpg,2005,9,,per,hameddtm.persianblog.com,true,2676430,130,2504,3865,895,89,5:482|4:269|3:104|2:27|1:13|total:895,1913,,,4.32,1,2,['36913'],['Rabindranath Tagore'],['4.13'],['573590'],['ع. پاشایی'],['3.79'],رابیندرانات تاگور شاعر پرآوازه هندی، در سال 1899 کتابی به نام کنکِا منتشر کرد. در 1916 که به ژاپن می رفت بخشی از آن را به انگلیسی ترجمه کرد و شعرهای دیگری نیز به آن افزود و با نام مرغان آواره منتشر کرد<br />تاثیر ترانه های کوتاه ژاپنی بخصوص هایکو که تاگور آن را شعر تصویری می نامد، در آن به چشم می خورد
9834882,36913,ماه نو و مرغان آواره,,9789643806835,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348566681l/9834882._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348566681l/9834882._SY75_.jpg,2010,2,5,per,نشر ثالث,false,16804608,86,1401,2250,583,62,5:175|4:206|3:159|2:31|1:12|total:583,1892,,,3.86,25,4,"['36913', '6540081']","['Rabindranath Tagore', 'علی پاشایی']","['4.13', '3.64']",[],[],[],ماه نو و مرغان آواره، تعداد صفحه: 264، نشر ثالث 17بهمن، 1389، قطع کتاب: رقعی، وزن: 650 گرم
40661453,36913,چیترا,,9786004364621,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1530186165l/40661453._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1530186165l/40661453._SY75_.jpg,2018,,,per,علمی و فرهنگی,false,16804608,86,1401,2250,583,62,5:175|4:206|3:159|2:31|1:12|total:583,1892,,,3.86,3,0,['36913'],['Rabindranath Tagore'],['4.13'],['1067104'],['هومن بابک'],['2.57'],چيترا از زيباترين نمايش‌نامه‌های رابيندرانات تاگور است. او اين نمايش‌نامه را بر اساس يكی از داستان‌های فرعی ماهابهاراتا نوشته و جريان عشق ميان شاه‌دخت چيترانگادا و شاهزاده آرجونا را روايت كرده است. اين عشق نخست با ترفند و نيرنگ آغاز می‌شود و بار دراماتيك نمايش‌نامه، همه، بر دوش كشمكش درونی پيرامون اين ترفند و نيرنگ است. تاگور چيترا را به شعر و در يك پرده و نه صحنه نگاشته است. اين نمايش‌نامه از مهم‌ترين چامه‌نمايش‌نامه‌های ادبيات معاصر هند به شمار می‌آيد؛
