id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
1146635,585,موش ها و آدم ها,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1462657556l/1146635._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1462657556l/1146635._SY75_.jpg,2007,,,per,Penguin,false,40283,472,2590381,7235333,1868397,32622,5:606180|4:655422|3:423375|2:129200|1:54220|total:1868397,1937,,,3.87,843,125,['585'],['John Steinbeck'],['3.93'],[],[],[],"The compelling story of two outsiders striving to find their place in an unforgiving world. Drifters in search of work, George and his simple-minded friend Lennie have nothing in the world except each other and a dream--a dream that one day they will have some land of their own. Eventually they find work on a ranch in California’s Salinas Valley, but their hopes are doomed as Lennie, struggling against extreme cruelty, misunderstanding and feelings of jealousy, becomes a victim of his own strength. Tackling universal themes such as the friendship of a shared vision, and giving voice to America’s lonely and dispossessed, <i>Of Mice and Men</i> has proved one of Steinbeck’s most popular works, achieving success as a novel, a Broadway play and three acclaimed films."
10541690,585,موش‌ها و آدم‌ها,9642090597,9789642090594,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407146428l/10541690._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407146428l/10541690._SX50_.jpg,2010,,,per,نشر ماهی,false,40283,472,2590381,7235333,1868397,32622,5:606180|4:655422|3:423375|2:129200|1:54220|total:1868397,1937,,,3.87,567,99,['585'],['John Steinbeck'],['3.93'],['966015'],['سروش حبیبی'],['4.00'],موش‌ها و آدم‌ها داستان دو دوست است؛ جورج ریزه‌میزه و زبر و زرنگ و لنی تنومند و سبک‌مغز. همیشه با همند و به هم وفادار. دوتایی برای کار از این مزرعه به آن مزرعه می‌روند تا پول جمع کنند. آنها رویایی در سر دارند و می‌خواهند خانه‌ای از آن خود داشته باشند؛ خانه‌ای با مزرعه و حیوانات اهلی. می‌خواهند آقای خود باشند و دیگر به هیچ اربابی جواب پس ندهند. در یک مزرعه‌ی دیگر، زندگی تازه‌ای انتظارشان را می‎کشد، با آدم‌های تازه آشنا می‌شوند و اتفاقات یکی پس از دیگری از راه می‌رسند. <br /><br />استاین‌بک در این کتاب که سال ۱۹۳۷ منتشر شده، فلاکت کارگران را در برابر بی‌رحمی ‌ارباب‌ها نشان می‌دهد. آدم‎‌های داستان‌های او ساخته‌ی خیال نیستند؛ آدم‌هایی‌اند که او می‌بیند، کسانی که رنج می‌برند و از نتیجه‌ی دسترنج خود و دستاوردهای پیشرفت محرومند.<br /><br />موش‌ها و آدم‌ها به زبان‎های بسیاری ترجمه شده، به کتاب‌های درسی چندین کشور راه یافته و انجمن کتابخانه‌های امریکا آن را درفهرست جنجالی‌ترین کتاب‌های قرن بیست‌ویکم خود جای داده است؛ کتابی که در زمان انتشار خود و سالها پس از آن به دلیل محتوای ضد سرمایه‌داری آن، یکی از کتاب‌های ممنوعه‌ی کتابخانه‌های عمومی و مدارس امریکا بود.
1482745,585,موشها و آدمها,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1469444063l/1482745._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1469444063l/1482745._SX50_.jpg,2007,,,per,اساطیر,false,40283,472,2590381,7235333,1868397,32622,5:606180|4:655422|3:423375|2:129200|1:54220|total:1868397,1937,,,3.87,288,22,"['585', '857978']","['John Steinbeck', 'پرویز داریوش']","['3.93', '3.62']",[],[],[],"The compelling story of two outsiders striving to find their place in an unforgiving world. Drifters in search of work, George and his simple-minded friend Lennie have nothing in the world except each other and a dream--a dream that one day they will have some land of their own. Eventually they find work on a ranch in California’s Salinas Valley, but their hopes are doomed as Lennie, struggling against extreme cruelty, misunderstanding and feelings of jealousy, becomes a victim of his own strength. Tackling universal themes such as the friendship of a shared vision, and giving voice to America’s lonely and dispossessed, <i>Of Mice and Men</i> has proved one of Steinbeck’s most popular works, achieving success as a novel, a Broadway play and three acclaimed films."
1955369,585,موشها و آدمها,9647438060,9789647438063,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2002,,,per,نشر گلمهر,false,40283,472,2590381,7235333,1868397,32622,5:606180|4:655422|3:423375|2:129200|1:54220|total:1868397,1937,,,3.87,53,5,['585'],['John Steinbeck'],['3.93'],['14806102'],['گلبرگ برزین'],['3.50'],"The compelling story of two outsiders striving to find their place in an unforgiving world. Drifters in search of work, George and his simple-minded friend Lennie have nothing in the world except each other and a dream--a dream that one day they will have some land of their own. Eventually they find work on a ranch in California’s Salinas Valley, but their hopes are doomed as Lennie, struggling against extreme cruelty, misunderstanding and feelings of jealousy, becomes a victim of his own strength. Tackling universal themes such as the friendship of a shared vision, and giving voice to America’s lonely and dispossessed, <i>Of Mice and Men</i> has proved one of Steinbeck’s most popular works, achieving success as a novel, a Broadway play and three acclaimed films."
7316947,585,موشها و آدمها,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1962,,,per,سازمان کتابهای جیبی,false,40283,472,2590382,7235333,1868397,32622,5:606180|4:655422|3:423375|2:129200|1:54220|total:1868397,1937,,,3.87,21,3,"['585', '857978']","['John Steinbeck', 'پرویز داریوش']","['3.93', '3.62']",[],[],[],"The compelling story of two outsiders striving to find their place in an unforgiving world. Drifters in search of work, George and his simple-minded friend Lennie have nothing in the world except each other and a dream--a dream that one day they will have some land of their own. Eventually they find work on a ranch in California’s Salinas Valley, but their hopes are doomed as Lennie, struggling against extreme cruelty, misunderstanding and feelings of jealousy, becomes a victim of his own strength. Tackling universal themes such as the friendship of a shared vision, and giving voice to America’s lonely and dispossessed, <i>Of Mice and Men</i> has proved one of Steinbeck’s most popular works, achieving success as a novel, a Broadway play and three acclaimed films."
35552899,585,موش‌ها و آدم‌ها,,9789642091522,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498772133l/35552899._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498772133l/35552899._SX50_.jpg,2009,,,per,ماهی,false,40283,472,2590382,7235333,1868397,32622,5:606180|4:655422|3:423375|2:129200|1:54220|total:1868397,1937,,,3.87,19,2,['585'],['John Steinbeck'],['3.93'],['966015'],['سروش حبیبی'],['4.00'],جورج و لنی دو کارگر کوچنده‌اند. یکی زبر و زرنگ و حامی‌خصلت است و دیگری بسیار زورمند اما سبک‌مغز، و در نتیجه خطرناک. این کتاب داستان روابط آن‌ها با هم است در کشاکش با قهر تقدیر. شرح رویای زندگی باثبات و از حرمان تنهایی آزاد آن‌هاست، که با توانایی و شیوه‌ای بس دلنشین وصف شده است. داستان این حرمان زمانی پایان می‌پذیرد کخ گزند توان جسمانی لنی عاقبت از اختیار بیرون می‌شود و دست سرنوشت رویای مشتاقان را درهم می‌مالد؛
35629292,585,موش‌ها و آدم‌ها,,9786008399230,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1499623278l/35629292._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1499623278l/35629292._SY75_.jpg,2016,,,per,انتشارات آتیسا,false,40283,472,2590382,7235333,1868397,32622,5:606180|4:655422|3:423375|2:129200|1:54220|total:1868397,1937,,,3.87,14,2,['585'],['John Steinbeck'],['3.93'],['11262724'],['فرزام حبیبی اصفهانی'],['3.99'],"The compelling story of two outsiders striving to find their place in an unforgiving world. Drifters in search of work, George and his simple-minded friend Lennie have nothing in the world except each other and a dream--a dream that one day they will have some land of their own. Eventually they find work on a ranch in California’s Salinas Valley, but their hopes are doomed as Lennie, struggling against extreme cruelty, misunderstanding and feelings of jealousy, becomes a victim of his own strength. Tackling universal themes such as the friendship of a shared vision, and giving voice to America’s lonely and dispossessed, <i>Of Mice and Men</i> has proved one of Steinbeck’s most popular works, achieving success as a novel, a Broadway play and three acclaimed films."
36612393,585,موش‌ها و آدم‌ها,,9786007987018,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1510935062l/36612393._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1510935062l/36612393._SY75_.jpg,2016,,,per,انتشارات مجید,false,40283,472,2590382,7235333,1868397,32622,5:606180|4:655422|3:423375|2:129200|1:54220|total:1868397,1937,,,3.87,8,1,['585'],['John Steinbeck'],['3.93'],['3520000'],['مهدی افشار'],['3.65'],کتاب «موش‌ها و آدم‌ها» نوشته جان اشتاین بک (۱۹۶۸- ۱۹۰۲)، نویسنده آمریکایی است.<br />جان ارنست استاینبک جونیور که در ایران به نام جان اشتاین بک شناخته می‌شود، در سال ۱۹۶۲ موفق به کسب جایزه نوبل شد، او در کارنامه‌اش جوایز مهم دیگری چون پولیتز را نیز دارد.<br />بی‌شک مهم‌ترین اثر او، رمان «خوشه‌های خشم» توانسته شهرتی مثال زدنی برایش به ارمغان بیاورد و اشتاین بک را تبدیل به یکی از نویسندگان ماندگار در تاریخ ادبیات جهان کند.<br />رمان «موش‌ها و آدم‌ها» نیز یکی دیگر از آثار شناخته شده اوست در طول سالیان منبع الهام بسیاری از نویسندگان، فیلم‌سازان و دیگر هنرمندان بوده است.<br />این کتاب که همزمان با رکود اقتصادی نوشته شده، روایت دو دوست به نام‌های جرج میلتون و لنی اسمال است که با مهتری اسب‌ها روزگار می‌گذرانند. مهم‌ترین رویای این دو آن است که روزی زمینی از آن خود داشته باشندف که بتوانند در آن خرگوش پرورش دهند.<br />اما این رویا که بنیانش در ذهن کودکانه لنی شکل گرفته است تبدیل به کابوسی عجیب می‌شود. لنی تنها در یک مواجه کودکانه با زن پسر ارباب مرتکب قتل می‌شود و این خود سرآغاز ماجراها و تغییراتی است که زندگی این دو نفر و اطرافیانشان را تحت تاثیر قرار می‌دهد.<br />در بخشی از کتاب «موش‌ها و آدم‌ها» می‌خوانیم:<br />« برکه سبز عمیق رود سالیناس هنوز اواخر بعدازظهر را می‌گذراند. اکنون دیگر خورشید دره را ترک گفته بود تا ستیغ تند کوهستان گابیلان را در پیش گیرد و بالا رود. نوک تپه‌ها از آفتاب در حال غروب به سرخی می‌گرایید، اما در کنار برکه میان چنارهای پلیسه‌دار، سایبانی دل‌نشین پدید آمده بود.<br />یک مار آبی با چابکی و نرم رفتاری در سطح برکه شناور بود و سر پریسکوپ مانندش را از سویی به سویی دیگر می‌گرداند. مار طول برکه را درنوردید و به پای‌های بی‌حرکت حواصیلی نزدیک شد که در سطح کم‌عمق برکه ایستاده بود. سر و نوک ثابت حواصیل نیزه‌وار در آب فرو رفت و در یک لحظه، مار کوچک را در حالی‌که دُمش به‌طرز جنون‌آسایی تکان تکان می‌خورد، به منقار گرفت.<br />هجوم دوردست باد، زوزه کشید و از میان تاج درختان عبور کرد و حرکتی موج مانند در شاخه‌های درختان پدید آورد. برگ‌های درختان چنار، سطح نقره‌گون خود را نمایان کردند و باد برگ‌های قهوه‌یی و خشک را چندمتری آن سوتر راند و سپس ردیف در ردیف، امواج ظریف و ملایم باد جریان یافت و در سطح سبز برکه شکنجی افکند».
38891178,585,موشها و آدمها,,9789651248603,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519898847l/38891178._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519898847l/38891178._SX50_.jpg,1989,,,per,اساطیر,false,40283,472,2590382,7235333,1868397,32622,5:606180|4:655422|3:423375|2:129200|1:54220|total:1868397,1937,,,3.87,4,1,['585'],['John Steinbeck'],['3.93'],['857978'],['پرویز داریوش'],['3.62'],"The compelling story of two outsiders striving to find their place in an unforgiving world. Drifters in search of work, George and his simple-minded friend Lennie have nothing in the world except each other and a dream--a dream that one day they will have some land of their own. Eventually they find work on a ranch in California’s Salinas Valley, but their hopes are doomed as Lennie, struggling against extreme cruelty, misunderstanding and feelings of jealousy, becomes a victim of his own strength. Tackling universal themes such as the friendship of a shared vision, and giving voice to America’s lonely and dispossessed, <i>Of Mice and Men</i> has proved one of Steinbeck’s most popular works, achieving success as a novel, a Broadway play and three acclaimed films."
49115220,585,موش‌ها و آدم‌ها,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1575659345l/49115220._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1575659345l/49115220._SX50_.jpg,1397,,,per,نشر روزگار,true,40283,472,2590382,7235333,1868397,32622,5:606180|4:655422|3:423375|2:129200|1:54220|total:1868397,1937,,,3.87,7,2,"['19719360', '18709098']","['جان اشتاین بک', 'سعید دوج']","['4.32', '3.32']",[],[],[],«موش‌ها و آدم ها» رمانی از جان اشتاین‌بک، نویسنده توانای آمریکایی، برنده نوبل ۱۹۶۲ و خالق «خوشه‌های خشم» است.<br /><br />جرج میلتون و لنی اسمال دو دوست‌اند که با مهتری در آخوری روزگار می‌گذرانند. آرزوی همیشگی آنها این است که روزی بتوانند خودشان جایی را بخرند و در آن خرگوش پرورش دهند. لنی خیلی باهوش نیست اما مهربان است و از بچگی عاشق چیزهای نرم و نوازش آنها بوده است؛ او زور بازوی زیادی هم دارد و به همین خاطر مدام دچار دردسر می‌شود؛ تا این که ...<br /><br />مبنای این داستان اشتاین‌بک، آموخته‌های او درباره زندگی مردان بی‌خانمان و دربدری آنها در پی کاگری در اصطبل‌ها است.<br /><br />در «موش‌ها و آدم‌ها» همه به نوعی تنها هستند و دنیای آرزوهایشان را تبدیل به پناه‌گاهی برای فرار از این تنهایی کرده‌اند. این داستان به خوبی استثمار بیچارگان و تهیدستان به دست ثروتمندان را نشان می‌دهد.
