id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
894468,13450,صد سال تنهایی,9647196229,9789647196222,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1493618557l/894468._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1493618557l/894468._SY75_.jpg,2003,,,per,آریابان,false,3295655,319,1458268,2923239,717561,28691,5:342530|4:192682|3:106453|2:44606|1:31290|total:717561,1967,6,5,4.07,3423,258,['13450'],['Gabriel García Márquez'],['3.97'],['1344211'],['کیومرث پارسای'],['3.82'],گابریل گارسیا مارکز، در رمان «صد سال تنهایی» به شرح زندگی شش نسل خانواده‌ی «بوئندیا» می‌پردازد که نسل نخستین از آن‌ها در دهکده‌ای به نام «ماکوندو» ساکن می‌شود. داستان از زبان سوم شخص حکایت می‌شود. طی مدت یک قرن تنهایی پنج نسل دیگر از بوئندیاها به وجود می‌آیند و حوادث سرنوشت‌ساز ورود کولی‌ها به دهکده و تبادل کالا با ساکنین آن، رخ دادن جنگ داخلی و ورود خارجی‌ها برای تولید انبوه موز را می‌بینند. شخصیت‌های مهم رمان عبارتند از: «خوزه آرکادیو بوئندیا» که نخستین مردی ست که به سرزمینی وارد شده که بعدها ماکوندو نام می‌گیرد. زن او به نام «اورسولا» که در طی حیات خود اداره کردن خانواده را با تحمیل مقررات خود به بچه‌ها عهده‌دار می‌شود، و تولد چندین نسل را به چشم می‌بیند؛
2069939,13450,صد سال تنهایی,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1426319042l/2069939._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1426319042l/2069939._SY75_.jpg,1974,,,per,امیرکبیر,false,3295655,319,1458268,2923239,717561,28691,5:342530|4:192682|3:106453|2:44606|1:31290|total:717561,1967,6,5,4.07,1058,124,['13450'],['Gabriel García Márquez'],['3.97'],['294913'],['بهمن فرزانه'],['3.57'],اگر حقیقت داشته باشد كه می گویند رمان مرده است یا در احتضار است پس همگی از جای برخیزیم و به این آخرین رمان سلام بگوییم<br /><br />ناتالیا جینزبورگ
2470431,13450,صد سال تنهایی,9645564937,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2003,,,per,شیرین,false,3295655,319,1458268,2923239,717561,28691,5:342530|4:192682|3:106453|2:44606|1:31290|total:717561,1967,6,5,4.07,796,34,['13450'],['Gabriel García Márquez'],['3.97'],['2006884'],['محمدرضا راه\u200cور'],['3.94'],"(Book Jacket Status: Jacketed)The brilliant, bestselling, landmark novel that tells the story of the Buendia family, and chronicles the irreconcilable conflict between the desire for solitude and the need for love—in rich, imaginative prose that has come to define an entire genre known as ""magical realism."""
36495355,13450,صدسال تنهایی,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1509261171l/36495355._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1509261171l/36495355._SX50_.jpg,2006,,,per,گوینده,false,3295655,319,1458268,2923239,717561,28691,5:342530|4:192682|3:106453|2:44606|1:31290|total:717561,1967,6,5,4.07,218,28,['13450'],['Gabriel García Márquez'],['3.97'],[],[],[],"(Book Jacket Status: Jacketed)The brilliant, bestselling, landmark novel that tells the story of the Buendia family, and chronicles the irreconcilable conflict between the desire for solitude and the need for love—in rich, imaginative prose that has come to define an entire genre known as ""magical realism."""
23389113,13450,صد سال تنهایی,,9789640013830,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1537638155l/23389113._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1537638155l/23389113._SY75_.jpg,2011,,,per,امیرکبیر,false,3295655,319,1458268,2923239,717561,28691,5:342530|4:192682|3:106453|2:44606|1:31290|total:717561,1967,6,5,4.07,193,24,['13450'],['Gabriel García Márquez'],['3.97'],['294913'],['بهمن فرزانه'],['3.57'],رمان صد سال تنهایی در ۱۹۷۲ جایزه نوبل ادبیات را برای مارکز به ارمغان آورد. این کتاب به سبک رئالیسم جادویی نگارش یافته است. <br />گابریل گارسیا مارکز در رمان صد سال تنهایی به شرح زندگی شش نسل از خانواده بوئندیا می پردازد که نسل اول آن‌ها در دهکده ای به نام ماکوندو ساکن می شود. داستان از زبان سوم شخص حکایت می‌شود. طی مدت یک قرن تنهایی پنج نسل دیگر از بوئندیاها به وجود می‌آیند و حوادث سرنوشت‌ساز ورود کولی‌ها به دهکده و تبادل کالا با ساکنان آن، رخ دادن جنگ داخلی و ورود خارجی‌ها برای تولید انبوه موز را می‌بینند. <br />یکی از کلیدی‌ترین شخصیت‌های این رمان اورسولا ایگوآران همسر خوزه آرکادیو بوئندیاست که مادر نخستین نسل خانوادة بوئندیاها می‌باشد. اورسولا زنی است که بار سنگین محنت و رنج این تنهایی تاریخی و عظیم را بر شانه‌های مردانه خویش می‌کشد.
33303205,13450,صد سال تنهایی,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1527350286l/33303205._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1527350286l/33303205._SX50_.jpg,2016,,,per,تکراری کتاب پارسه,false,3295655,319,1458268,2923239,717561,28691,5:342530|4:192682|3:106453|2:44606|1:31290|total:717561,1967,6,5,4.07,62,9,['13450'],['Gabriel García Márquez'],['3.97'],['3494638'],['بیتا حکمی'],['3.99'],"<i>This is an alternate cover edition for <a href=""https://www.goodreads.com/book/show/8069749?ac=1&amp;from_search=true"" rel=""nofollow"">9789649084961</a> </i><br /><br />جمله‌ای از کتاب:؛<br />؛«گذشته دروغی بیش نیست و خاطره بازگشتی ندارد و هر بهاری که می‌گذرد؛ دیگر برنمی‌گردد و حتی شدیدترین و دیوانه‌کننده‌ترین عشق‌ها نیز حقیقتی ناپایدارند.»؛<br /> چاپ نخست این رمان در سال ۱۹۶۷ در آرژانتین با تیراژ ۸۰۰۰ نسخه منتشر شد. این کتاب در مدتی کوتاه شهرتی جهانی پیدا کرد و به ۲۷ زبان دنیا ترجمه شد؛<br /><b>صد سال تنهایی</b> حاصل ۱۵ ماه تلاش و کار ""گابریل گارسیا مارکز"" است که به گفته‌ی خود در تمام این ۱۵ ماه خود را در خانه حبس کرده بوده است؛<br />در این رمان به شرح زندگی شش نسل خانواده‌ی بوئندیا پرداخته شده است که نسل اول آن‌ها در دهکده‌ای به نام ماکوندو ساکن می‌شود. داستان از زبان سوم شخص حکایت می‌شود. سبک این رمان رئالیسم جادویی است. مارکز با نوشتن از کولی‌ها از همان ابتدای رمان به شرح کارهای جادویی آن‌ها می‌پردازد و شگفتی‌های مربوط به حضور آن‌ها در دهکده را در خلال داستان کش و قوس می‌دهد تا حوادثی که به واقعیت زندگی در کلمبیا شباهت دارند با جادوهایی که در این داستان رخ می‌دهند ادغام شده و سبک رئالیسم جادویی به وجود آید؛"
8069749,13450,صد سال تنهایی,,9789649084961,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397384026l/8069749._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397384026l/8069749._SX50_.jpg,2007,,,per,کتاب پارسه,false,3295655,319,1458268,2923239,717561,28691,5:342530|4:192682|3:106453|2:44606|1:31290|total:717561,1967,6,5,4.07,57,8,['13450'],['Gabriel García Márquez'],['3.97'],['3494638'],['بیتا حکمی'],['3.99'],"(Book Jacket Status: Jacketed)The brilliant, bestselling, landmark novel that tells the story of the Buendia family, and chronicles the irreconcilable conflict between the desire for solitude and the need for love—in rich, imaginative prose that has come to define an entire genre known as ""magical realism."""
30643700,13450,صد سال تنهایی,,9789642953370,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466257272l/30643700._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466257272l/30643700._SY75_.jpg,,,,per,کتاب‌سرای نیک,false,3295655,319,1458268,2923239,717561,28691,5:342530|4:192682|3:106453|2:44606|1:31290|total:717561,1967,6,5,4.07,43,6,"['13450', '845869']","['Gabriel García Márquez', 'کاوه میرعباسی']","['3.97', '3.73']",[],[],[],رمان «صد سال تنهایی» بی‌تردید یکی از شاهکارهای جاویدان ادبیات آمریکای لاتین است که در روستای خیالی «ماکوندو» می‌گذرد. به گفته‌ی ماریو بارگاس یوسا: «ظهور ماکوندو، آفریده تخیل بارور گابریل گارسیا مارکز، موجب «زمین لرزه‌ای ادبی» در آمریکای لاتین شد.» دنیای خیالی ماکوندو مکانی است که در رویدادهای شگفت‌آور، تراژدی محض و مسخرگی افسار گسیخته، بسان واقعیت‌های مطلق، کنار هم جای می‌گیرند و راوی با لحنی قاطع و کاملاً قانع کننده بازگویشان می‌کند.
35005856,13450,صد سال تنهایی,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1493403084l/35005856._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1493403084l/35005856._SX50_.jpg,2017,,,per,نوار,false,3295655,319,1458268,2923239,717561,28691,5:342530|4:192682|3:106453|2:44606|1:31290|total:717561,1967,6,5,4.07,5,2,"['13450', '16613760']","['Gabriel García Márquez', 'رضا عمرانی']","['3.97', '3.61']",[],[],[],"One of the 20th century's enduring works, <i>One Hundred Years of Solitude</i> is a widely beloved and acclaimed novel known throughout the world, and the ultimate achievement of a Nobel Prize winning career.<br /><br />The novel tells the story of the rise and fall of the mythical town of Macondo through the history of the family. It is a rich and brilliant chronicle of life and death, and the tragicomedy of humankind. In the noble, ridiculous, beautiful, and tawdry story of the family, one sees all of humanity, just as in the history, myths, growth, and decay of Macondo, one sees all of Latin America.<br /><br />Love and lust, war and revolution, riches and poverty, youth and senility -- the variety of life, the endlessness of death, the search for peace and truth -- these universal themes dominate the novel. Whether he is describing an affair of passion or the voracity of capitalism and the corruption of government, Gabriel Garcia Marquez always writes with the simplicity, ease, and purity that are the mark of a master.<br /><br />Alternately reverential and comical, <i>One Hundred Years of Solitude</i> weaves the political, personal, and spiritual to bring a new consciousness to storytelling. Translated into dozens of languages, this stunning work is no less than an accounting of the history of the human race."
51830496,13450,صد سال تنهایی,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1582818688l/51830496._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1582818688l/51830496._SX50_.jpg,1389,,,per,نشر روزگار,true,3295655,319,1458268,2923239,717561,28691,5:342530|4:192682|3:106453|2:44606|1:31290|total:717561,1967,6,5,4.07,2,1,"['13476353', '4799286']","['گابریل گارسیا مارکز', 'اسماعیل قهرمانی\u200cپور']","['3.81', '3.61']",[],[],[],معرفی کتاب صد سال تنهایی<br />«صد سال تنهایی» نوشته‌ی گابریل گارسیا مارکز(۲۰۱۴-۱۹۲۷) نویسنده کلمبیایی برنده نوبل ادبیات است. این رمان به اذعان بسیاری از منتقدین، برجسته‌ترین اثر مارکز است. رئالیسم جادویی‌ای که مارکز در این اثرش به کار می‌گیرد به خوبی نمایانگر سبک نوشتاری ادبیات لاتین است و همین مسأله کار او را حائز اهمیت می‌کند.<br /><br />«صد سال تنهایی» روایت چند نسل از یک خانواده است که نسل اول آن‌ها در دهکده‌ای در کلمبیا، به نام مکاندو ساکن می‌شوند. داستان از آنجایی آغاز می‌شود که خوزه بوئندیا، نخستین نسل این خانواده، تصویری از مکاندو را در خواب می‌بیند و تصمیم به ساخت آن میگیرد. منکاندو تصویری از یک آرمان‌شهر را برای آنان ایجاد می‌کند. ناپدید شدن و مرگ بعضی از شخصیت‌های داستان به جادویی شدن روایت‌ها می‌افزاید.
