id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
25191,3439713,A Personal Matter,0802150616,9780802150615,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328822587l/25191._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328822587l/25191._SY75_.jpg,1994,1,13,eng,Grove Press,false,1559717,73,23917,35713,9190,787,5:2676|4:3690|3:2095|2:559|1:170|total:9190,1964,,,3.89,7207,559,['3439713'],['Kenzaburō Ōe'],['3.78'],['35262'],['John Nathan'],['3.90'],"Kenzaburō Ōe, the winner of the 1994 Nobel Prize for Literature, is internationally acclaimed as one of the most important and influential post-World War II writers, known for his powerful accounts of the atomic bombing of Hiroshima and his own struggle to come to terms with a mentally handicapped son. The Swedish Academy lauded Ōe for his ""poetic force [that] creates an imagined world where life and myth condense to form a disconcerting picture of the human predicament today.""<br /><br />His most personal book, <i>A Personal Matter</i>, is the story of Bird, a frustrated intellectual in a failing marriage whose utopian dream is shattered when his wife gives birth to a brain-damaged child."
501635,3439713,"Nip the Buds, Shoot the Kids",0802134637,9780802134639,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1996,6,13,eng,Grove Press,false,1128304,28,9909,13061,3431,304,5:815|4:1424|3:938|2:222|1:32|total:3431,1958,,,3.81,2563,197,['3439713'],['Kenzaburō Ōe'],['3.78'],"['15327808', '4008641']","['Paul StJohn Mackintosh', 'Maki Sugiyama']","['3.83', '3.83']","Nip the Buds, Shoot the Kids recounts the exploits of 15 teenage reformatory boys evacuated in wartime to a remote mountain village where they are feared and detested by the local peasants. When plague breaks out, the villagers flee, blocking the boys inside the deserted town. Their brief attempt to build autonomous lives of self-respect, love, and tribal valor is doomed in the face of death and the adult nightmare of war."
25193,3439713,The Silent Cry,1852426020,9781852426026,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368219501l/25193._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368219501l/25193._SY75_.jpg,1998,,,eng,Kodansha,false,1110015,33,9231,10401,2695,224,5:810|4:996|3:652|2:174|1:63|total:2695,1967,,,3.86,1896,114,"['3439713', '533223']","['Kenzaburō Ōe', 'John Bester']","['3.78', '3.93']",[],[],[],"Two brothers, Takashi and Mitsu, return from Tokyo to the village of their childhood. The selling of their family home leads them to an inescapable confrontation with their family history. Their attempt to escape the influence of the city ends in failure as they realize that its tentacles extend to everything in the countryside, including their own relationship. In 1994, Kenzaburo Oe was awarded the Nobel Prize for Literature. Signalling out The Silent Cry, the Nobel Committee stated that his poetic force creates an imagined world, where life and myth condense to form a disconcerting picture of the human predicament. <br /><br /> Kenzaburo Oe is one of the great writers of the century and The Silent Cry is his masterpiece."
535316,3439713,Teach Us to Outgrow Our Madness: 4 Short Novels,080215185X,9780802151858,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328822588l/535316._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328822588l/535316._SY75_.jpg,1994,10,13,eng,Grove Press,false,25940,32,6396,7688,1993,162,5:550|4:805|3:476|2:128|1:34|total:1993,1966,,,3.86,1427,93,['3439713'],['Kenzaburō Ōe'],['3.78'],['35262'],['John Nathan'],['3.90'],"These four novels display Oe’s passionate and original vision. Oe was ten when American jeeps first drove into the mountain village where he lived, and his literary work reveals the tension and ambiguity forged by the collapse of values of his childhood on the one hand and the confrontation with American writers on the other. The earliest of his novels included here, Prize Stock, reveals the strange relationship between a Japanese boy and a captured black American pilot in a Japanese village. Teach Us to Outgrow Our Madness tells of the close relationship between an outlandishly fat father and his mentally defective son, Eeyore. Aghwee the Sky Monster is about a young man’s first job — chaperoning a banker’s son who is haunted by the ghost of a baby in a white nightgown. The Day He Himself Shall Wipe My Tears Away is the longest piece in this collection and Oe’s most disturbing work to date. The narrator lies in a hospital bed waiting to die of a liver cancer that he has probably imagined, wearing a pair of underwater goggles covered with dark cellophane."
6845757,3439713,The Changeling,0802119360,9780802119360,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328823997l/6845757._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328823997l/6845757._SY75_.jpg,2010,3,16,eng,Grove Press,false,7057715,18,3891,3319,931,116,5:170|4:346|3:281|2:108|1:26|total:931,2000,,,3.56,664,82,"['3439713', '564190']","['Kenzaburō Ōe', 'Deborah Boliver Boehm']","['3.78', '3.41']",[],[],[],"In <i>The Changeling</i>, Nobel Prize-winning author Kenzaburo Oe takes readers from the forests of southern Japan to the washed-out streets of Berlin as he investigates the impact our real and imagined pasts have on our lives.<p>Writer Kogito Choko is in his sixties when he rekindles a childhood friendship with his estranged brother-in-law, the renowned filmmaker Goro Hanawa. As part of their correspondence, Goro sends Kogito a trunk of tapes he has recorded of reflections about their friendship. But as Kogito is listening one night, he hears something odd. ""I'm going to head over to the Other Side now,"" Goro says, and then Kogito hears a loud thud. After a moment of silence, Goro's voice continues, ""But don't worry, I'm not going to stop communicating with you."" Moments later, Kogito's wife rushes in; Goro has jumped to his death from the roof of a building.</p><p>With that, Kogito begins a far-ranging search to understand what drove his brother-in-law to suicide. The quest takes him to Berlin, where he confronts ghosts from both his own past, and that of his lifelong, but departed, friend.</p>"
350961,3439713,A Quiet Life,0802135463,9780802135469,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328824090l/350961._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328824090l/350961._SX50_.jpg,1997,12,8,eng,Grove Press,false,25943,19,2268,3142,878,92,5:159|4:331|3:273|2:89|1:26|total:878,1990,,,3.58,727,78,['3439713'],['Kenzaburō Ōe'],['3.78'],"['3979510', '3979511']","['Kunioki Yanagishita', 'William Wetherall']","['3.62', '3.62']","A Quiet Life is an uncanny blend of the real with the imagined, of memoir with fiction. A Quiet Life is narrated by Ma-chan, a twenty-year-old woman. Her father is a famous and fascinating novelist; her older brother, though severely brain damaged, possesses an almost magical gift for musical composition; and her mother's life is devoted to the care of them both. Ma-chan and her younger brother find themselves emotionally on the outside of this oddly constructed nuclear family. But when her father accepts a visiting professorship from an American university, Ma-chan finds herself suddenly the head of the household and at the center of family relationships that she must begin to redefine."
73768,3439713,La presa,8433906674,9788433906670,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1444632402l/73768._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1444632402l/73768._SY75_.jpg,,,,spa,,false,71381,11,1118,2531,686,54,5:120|4:301|3:207|2:48|1:10|total:686,1957,,,3.69,477,39,['3439713'],['Kenzaburō Ōe'],['3.78'],"['14530927', '14068395']","['Yoonah Kim', 'Joaquín Jordá']","['3.86', '3.82']","Durante la guerra del Pacífico un avión enemigo se estrella. Harán prisionero al único superviviente, un soldado negro. El prisionero se convertirá, para los niños, en una especie de animal domesticado al que adorar."
70858,3439713,Hiroshima Notes,0802134645,9780802134646,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1996,6,7,eng,Grove Press,false,1096197,10,1825,1866,486,47,5:132|4:185|3:131|2:35|1:3|total:486,1965,,,3.84,385,37,['3439713'],['Kenzaburō Ōe'],['3.78'],"['636730', '3878984']","['David L. Swain', 'Toshi Yonezawa']","['3.92', '3.86']",
25110738,3439713,Death by Water,0802124011,9780802124012,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439857765l/25110738._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439857765l/25110738._SY75_.jpg,2015,10,6,eng,Grove Press,false,44804509,23,2656,1796,555,101,5:72|4:155|3:199|2:90|1:39|total:555,2009,,,3.24,409,74,['3439713'],['Kenzaburō Ōe'],['3.78'],['564190'],['Deborah Boliver Boehm'],['3.41'],"Nobel Prize winner Kenzaburo Oe is internationally acclaimed for his groundbreaking, incisive examination of humanity’s struggle through modernity. In <i>Death by Water</i>, his recurring protagonist and literary alter ego returns to his hometown village in search of a red trunk fabled to hold documents revealing the details of his father’s death during World War II: details that will serve as the foundation for his new, and final, novel.<br /><br />The book that he wishes to write would examine the turbulent relationship he had with his father, and the guilt he feels about being absent the night his father drowned in a storm-swollen river; but how to write about a man he never really knew? When his estranged sister unexpectedly calls, she offers Choko a remedy - she has in her possession an old and mysterious red trunk, the contents of which promise to unlock the many secrets of the man who disappeared from their lives decades before.<br /><br />When the contents of the trunk turn out to offer little clarity, he abandons the novel in creative despair. Floundering as an artist, he’s haunted by fear that he may never write his tour de force. But when he collaborates with an avant-garde theater troupe dramatizing his early novels, Choko is revitalized and he finds the will to continue investigating his father’s demise.<br /><br />Diving into the turbulent depths of legacy and mortality, <i>Death by Water</i> is an exquisite exploration of resurfacing national and personal trauma, and the ways that storytelling can mend political, social, and familial rifts."
25198,3439713,"Rouse Up, O Young Men of the New Age!",1843540789,9781843540786,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1332826923l/25198._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1332826923l/25198._SY75_.jpg,2003,7,10,eng,Atlantic Books,false,3002285,16,1173,1781,483,56,5:99|4:195|3:135|2:47|1:7|total:483,1983,,,3.69,287,26,['3439713'],['Kenzaburō Ōe'],['3.78'],[],[],[],
