id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
9576771,41495,Resurrezione,8804556404,9788804556404,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465285609l/9576771._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465285609l/9576771._SY75_.jpg,2006,4,18,ita,Mondadori,false,1491227,227,46001,67516,16328,1010,5:6827|4:5895|3:2758|2:679|1:169|total:16328,1899,,,4.13,133,11,"['128382', '4641446', '41495']","['Leo Tolstoy', 'Maria Rita Leto', 'Romain Rolland']","['4.06', '3.90', '3.86']",['4641447'],['Anton Maria Raffo'],['4.01'],"Basato su un episodio realmente accaduto al procuratore Koni, amico di Tolstòj, Resurrezione narra la vicenda del giovane aristocratico Nehjiudov che, giurato a un processo, si trova di fronte la donna che lui ha sedotto, provocandone la caduta e spingendola sulla via del crimine. Divorato dal rimorso, abbandona la propria vita agiata per seguirla durante la deportazione, dona le terre ai contadini e le propone di sposarla ma, respinto, si rifugia nel Vangelo. <br /><br />Pubblicato a partire dal 1898 ma a lungo meditato, Resurrezione è il romanzo della crisi spirituale di Tolstòj che, ormai settantenne, arriva a rinnegare gli scritti precedenti e legittima la letteratura solo se suscita sentimenti di fratellanza e amore."
34398608,41495,Amok,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1488121157l/34398608._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1488121157l/34398608._SX50_.jpg,1963,,,,Le livre de Poche- Stock,false,68549017,96,15264,32860,8122,710,5:2854|4:3287|3:1564|2:333|1:84|total:8122,1922,,,4.05,0,0,"['25573', '41495']","['Stefan Zweig', 'Romain Rolland']","['4.15', '3.86']",['397538'],['Alzir Hella'],['4.13'],"İntihar, Stefan Zweig'ın zihnini gençlik yıllarından beri meşgul eden bir kavramdı. Yaşamanın bir anlamı kalmadığını anladığı anda yaşamına kendi eliyle son verebileceğini daha üniversite yıllarında söylemişti. İlk evliliği sırasında karısı Friderike'yi kendisiyle birlikte intihar etmesi için zorlayan, sonra bu düşüncesinden vazgeçen Stefan Zweig, yıllar sonra, İkinci Dünya Savaşı sırasında, ikinci karısıyla birlikte yaşamına son verdi. Yazar, önceki intihar girişimlerinden vazgeçmiş olsa da korkularını, romanlarındaki ve öykülerindeki kahramanlara yaşatıyor. Amok Koşucusu'nda yer alan öykülerin ortak izleği de intihar. Kendi yaşamından ya da tarihteki gerçek kişilerin yaşamlarından kesitler katarak yazdığı bu öykülerde Stefan Zweig'ın duyarlı kişiliğini, olağanüstü gözlem gücünü olduğu gibi sayfalara yansıttığını görüyoruz. Yazdığı öykülerin en başarılı örneklerinin yer aldığı bu kitapta, bir uzun öykü olan Amok Koşucusu bir başyapıt. İnsanı en güçsüz, en savunmasız yönleriyle ele alıp, insan ruhunun en derin katmanlarına inmeyi bilen, bütün bunları son derece canlı, ayrıntılı, çok yönlü bir anlatımla kaleme alabilen, okuru gerçekten etkileyebilen bir yazar Stefan Zweig. Yazdıklarının üzerinden bunca yıl geçmiş olmasına karşın, öykülerinin, romanlarının bugünkü kuşaklar tarafından da aynı ilgiyle okunması, onun kalıcı bir yazar olduğunun en büyük kanıtı. Amok Koşucusu'nun bu yeni çevirisinde, daha önceki basımda yer almayan öyküler de bulunuyor."
29555199,41495,Amok ou le fou de Malaisie - Lettre d'une inconnue - La Ruelle au clair de Lune,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,3603679,133,12398,26160,6296,312,5:2490|4:2551|3:1038|2:175|1:42|total:6296,1922,,,4.16,1,0,"['25573', '41495']","['Stefan Zweig', 'Romain Rolland']","['4.15', '3.86']",[],[],[],"Ce livre comporte un sommaire interactif permettant au lecteur un accès rapide à des parties prédéterminées du livre. <br /> <br />Stefan Zweig, né le 28 novembre 1881 à Vienne, en Autriche-Hongrie, et mort par suicide le 22 février 1942, à Petrópolis au Brésil, est un écrivain, dramaturge, journaliste et biographe autrichien. <br /> <br />Ce livre contient : <br />- La préface de de la première édition française de Romain Rolland <br />- Amok ou le fou de Malaisie <br />- Lettre d'une inconnue <br />- La Ruelle au clair de Lune <br /> <br />L'amok, en Malaisie,· est celui qui, pris de frénésie sanguinaire, court devant lui, détruisant hommes et choses, sans qu'on puisse rien faire pour le sauver. Le narrateur rencontre sur un paquebot un malheureux en proie à cette forme mystérieuse de démence. Histoire encore d'une folie, d'une passion d'un amour fou, cette fois - que la Lettre d'une inconnue reçue par un romancier à succès. Mais la passion peut faire de l'homme dominateur et méprisant un être humilié et ridiculisé : c'est le thème du troisième de ces récits, La Ruelle au clair de lune."
425904,41495,Pierre and Luce,1595690603,9781595690609,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2007,3,1,,MONDIAL,false,414962,68,5637,13792,3797,207,5:836|4:1358|3:1100|2:377|1:126|total:3797,1920,,,3.63,1981,61,"['41495', '75211']","['Romain Rolland', 'Andrew Moore']","['3.86', '3.66']",['17093130'],['Charles de Kay'],['3.66'],"Paris, 1918: Amidst the cries of fanatic patriots bent on war, a tender relationship slowly develops between two young Parisians, beginning with a first shy encounter and growing into a passionate love that in the end falls victim to the psychological and physical destruction all around them. --- The great French writer Romain Rolland (1866-1944, winner of the Nobel Prize in Literature 1915) wrote his famous tragic love story ""Pierre and Luce"" at the end of World War I. Its protagonists recall the lovers of classical antiquity as well as those of the Middle Ages."
17617778,41495,Timone d’Atene,,9788804486480,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1363967830l/17617778._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1363967830l/17617778._SY75_.jpg,2007,1,1,ita,Mondadori,false,2083361,818,8673,13368,3939,333,5:641|4:1097|3:1506|2:562|1:133|total:3939,1605,,,3.39,19,1,"['947', '2995685', '41495']","['William Shakespeare', 'Anna Luisa Zazo', 'Romain Rolland']","['3.87', '3.96', '3.86']",['4538687'],['Renato Oliva'],['3.73'],"<b>Testo inglese a fronte</b><br /><br />La storia del nobile ateniese Timone il quale, sperimenta la ingratitudine degli amici, fugge da questi e dal mondo per rifugiarsi in una spelonca e mangiare radici, incontrò il favore di molti scrittori antichi a cominciare da Eupoli, Aristofane, Menippo, Luciano, Plutarco fino a Shakespeare, che proprio allo scrittore greco e alle sue ""Vite parallele"" si ispirò. L'opera, composta da 2373 linee (di cui 596 in prosa e il resto in versi), è rimasta incompiuta. Le sue pagine di eccezionale vigore, come hanno sottolineato molti critici, sono conservate dall'infolio del 1623 ma non si posseggono notizie di rappresentazioni in epoca shakespeariana."
181800,41495,(جان شیفته (دورۀ ۴ جلدی,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329577135l/181800._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329577135l/181800._SY75_.jpg,1990,,,per,نیلوفر، جامی,false,285951,13,3742,5689,1392,89,5:628|4:414|3:229|2:85|1:36|total:1392,1921,,,4.09,1201,75,['41495'],['Romain Rolland'],['3.86'],['1450972'],['م. ا. به آذین'],['3.90'],"Au seuil d’un voyage nouveau qui, sans être aussi long que celui de Jean-Christophe, comptera plus d’une étape, je rappelle aux lecteurs la prière amicale que je leur adressais, à un tournant de l’histoire de mon musicien. En tête de La Révolte, je les avertissais de considérerchaque volume comme un chapitre d’une œuvre en mouvement, dont la pensée se déroule au cours de la vie représentée. Citant le vieux dicton :La fin loue la vie, et le soir le jour, j’ajoutais : Lorsque nous serons au terme, vous jugerez de ce que valait notre effort... <br />"
96739,41495,Kyra Kyralina,0785924388,9780785924388,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1454705181l/96739._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1454705181l/96739._SY75_.jpg,1981,10,1,fre,Gallimard,false,93240,59,1916,4293,1058,60,5:377|4:419|3:216|2:38|1:8|total:1058,1924,8,,4.06,340,15,"['55651', '41495']","['Panaït Istrati', 'Romain Rolland']","['4.00', '3.86']",[],[],[],"Extrait:<br />«Serré dans les bras de Kyra, je ne pus voir autre chose, dans cette seconde terrible, que le frère tombant à la renverse et le père qui se jetait par la fenêtre du port ; je fermai les yeux, étouffé ; mais je les rouvris aussitôt, pour voir mon aîné, par terre, la tête éclatée comme une pastèque brisée contre un mur, et les deux oncles déchargeant quatre feux de pistolet sur les traces de mon père, penchés sur la fenêtre par où il venait de se sauver. Me lâchant, Kyra bondit au milieu de la chambre et cria :<br />- Vous l'avez raté !»"
711232,41495,(ژان کریستف (دورۀ چهار جلدی,,9789643203924,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516388703l/711232._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516388703l/711232._SY75_.jpg,2009,,,per,فردوس,false,19029283,61,1701,3150,748,61,5:373|4:225|3:102|2:31|1:17|total:748,1911,,,4.21,432,35,['41495'],['Romain Rolland'],['3.86'],['1450972'],['م. ا. به آذین'],['3.90'],"Complete in one volume:<br /><br />1. L'Aube (""Dawn"", 1904)<br />2. Le Matin (""Morning"", 1904)<br />3. L'Adolescent (""Youth"", 1904)<br />4. La Révolte (""Revolt"", 1905)<br />5. La Foire sur la place (""The Marketplace"", 1908)<br />6. Antoinette (1908)<br />7. Dans la maison (""The House"", 1908)<br />8. Les Amies (""Love and Friendship"", 1910)<br />9. Le Buisson ardent (""The Burning Bush"", 1911)<br />10. La Nouvelle Journée (""The New Dawn"", 1912)"
73322,41495,Jean-Christophe - I,1419127381,9781419127380,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2004,6,17,eng,Kessinger Publishing,false,346949,78,1902,2890,692,41,5:342|4:200|3:97|2:36|1:17|total:692,1905,,,4.18,515,23,['41495'],['Romain Rolland'],['3.86'],['236583'],['Gilbert Cannan'],['4.15'],"One word only! No more talk of money. I hate money--the word and the thing itself. If I am not rich, I am yet rich enough to give to my friend, and it is my joy to give all I can for him. Would not you do the same? And if I needed it, would you not be the first to give me all your fortune? But that shall never be! I have sound fists and a sound head, and I shall always be able to earn the bread that I eat. Till Sunday!"
1272809,41495,Colas Breugnon,2253012130,9782253012139,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1962,,,fre,Livre de Poche,false,1252527,70,808,1446,379,23,5:133|4:118|3:71|2:39|1:18|total:379,1919,,,3.82,253,10,['41495'],['Romain Rolland'],['3.86'],[],[],[],"""Colas Breugnon"" is a charming romance of life in Burgundy three hundred years ago. It is an ""autobiographical"" novel, the story being told in the first person by Colas, who reviews his fifty years of life, and describes all its joys and sorrows. The story is gay and humorous, and full of wise observations about life. --- ""Colas Breugnon is the jovial Burgundian, the lusty wood-carver, the practical joker always fond of his glass, the droll fellow. Before everything, Colas Breugnon is a free man. He loves his king, but only so long as the king leaves him his liberty; he loves his wife, but follows his own bent; he is on excellent terms with the priest of a neighboring parish, but never goes to church; he idolizes his children, but his vigorous individuality makes him unwilling to live with them. He is friendly with all, but subject to none; he is freer than the king; he has that sense of humor characteristic of the free spirit to whom the whole world belongs."
