id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
39555678,36635,"Melancol�a: En Tren, El Alma Encendida La Voz Velada, Tercetos Melanc�licos, Hoy Tenebrae, 1910-1911 (Classic Reprint)",036499729X,9780364997291,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1522760184l/39555678._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1522760184l/39555678._SX50_.jpg,2018,12,22,,Forgotten Books,false,61165850,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],"Excerpt from Melancol�a: En Tren, el Alma Encendida la Voz Velada, Tercetos Melanc�licos, Hoy Tenebrae, 1910-1911<br /><br />Divina mujer triste! Al lado de la fuente, so�ando con tus brazos, mi coraz�n te no seas la ilusmn que vuela de la frente.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
10837025,36635,Selección de Verso Y Prosa,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1994,,,spa,Editorial Santiago Limitada,false,15751192,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1994,,,0.00,0,0,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
42641490,36635,PLATERO Y YO CONTADO A LOS NI?S,9871647395,9789871647392,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,66376970,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
6241023,36635,Cuentos de Antolojia / Stories Anthology (Spanish Edition),8489142319,9788489142312,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,6423817,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1992,,,0.00,0,0,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
3872382,36635,Y Para Recordar Por Que He Venido ([Letras Hispanicas]) (Spanish Edition),8487101240,9788487101243,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466437099l/3872382._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466437099l/3872382._SX50_.jpg,,,,spa,,false,3917575,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1990,,,0.00,0,0,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
20009181,36635,The Gnostic Crucifixion,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466437024l/20009181._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466437024l/20009181._SX50_.jpg,,,,eng,,true,27943683,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2012,12,27,0.00,0,0,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],"The Library of Alexandria is an independent small business publishing house. We specialize in bringing back to live rare, historical and ancient books. This includes manuscripts such as: classical fiction, philosophy, science, religion, folklore, mythology, history, literature, politics and sacred texts, in addition to secret and esoteric subjects, such as: occult, freemasonry, alchemy, hermetic, shamanism and ancient knowledge. Our books are available in digital format. We have approximately 50 thousand titles in 40 different languages and we work hard every single day in order to convert more titles to digital format and make them available for our readers. Currently, we have 2000 titles available for purchase in 35 Countries in addition to the United States, Canada, Australia and New Zealand. Our titles contain an interactive table of contents for ease of navigation of the book. We sincerely hope you enjoy these treasures in the form of digital books."
15455278,36635,A Juan Ramon Jimenez,8400048628,9788400048624,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1981,,,,,false,21111620,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
52222919,36635,Antolojia Jeneral En Prosa (1898-1954),8470306790,9788470306792,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,73011817,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
45134936,36635,Obras Maestras del siglo XX,8482803212,9788482803210,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,69812322,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
45279417,36635,Obras de Juan Ramón Jiménez. Mi Rubén Darío,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2012,,,spa,Visor libros. Diputación de Huelva,false,69990496,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
34750095,36635,Conferencias 1,8498950848,9788498950847,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,55943512,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
40668517,36635,"Platero i jo, de Juan Ramón Jiménez, explicat als infants",8423680673,9788423680672,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,63223893,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],Rare book
4026760,36635,Alerta (Acta Salmanticensia),8474812356,9788474812350,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1983,,,,,false,4073296,2,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
43683915,36635,Estetica y ética estética,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548193376l/43683915._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548193376l/43683915._SY75_.jpg,,,,,,false,67964232,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
2707373,36635,Jrj. Poemas (Punto de Encuentro (Editorial Everest)),8424113039,9788424113032,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,2,1,,Everest Publishing,false,2732866,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2006,2,6,0.00,0,0,"['1186738', '36635', '5747684']","['José A. García', 'Juan Ramón Jiménez', 'Carmen Ciria']","['4.11', '3.82', '0.0']",[],[],[],
3101475,36635,Baudelaire's Paris,0948259973,9780948259975,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1990,12,1,,Learning Links,false,3132640,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1990,1,1,0.00,0,0,"['13847', '128771', '29967', '36635']","['Charles Baudelaire', 'Gérard de Nerval', 'Paul Verlaine', 'Juan Ramón Jiménez']","['4.21', '3.85', '4.07', '3.82']",['766805'],['Laurence Kitchin'],['4.00'],"Parallel texts in French/English for the poems of Baudelaire, Gerard de Nerval, and Paul Verlaine. Parallel texts in Spanish/English for Baudelaire's follower, Juan Ramon Jimenez."
8307445,36635,"Motivacion, Tratamiento de La Diversidad y Rendimiento Academico",8478272992,9788478272990,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466689026l/8307445._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466689026l/8307445._SX50_.jpg,2010,,,,,false,13156504,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['4039991', '4039992', '4039993', '4039994', '4039995', '36635', '4039996', '4039997', '4039998', '4068906']","['Lew Barnett', 'Gerardo Echeita', 'Neus Escofet', 'Cristal Fernandez Estevez', 'Maria Dolors Guix', 'Juan Ramón Jiménez', 'Gabriela Lopez Cid', 'Frederic Lloret', 'Mercedes Mate Calleja', 'Marisa Del Carmen Martín']","['0.0', '4.50', '0.0', '0.0', '0.0', '3.82', '0.0', '0.0', '0.0', '0.0']",[],[],[],
23268352,36635,Književna Rijeka 1-2/2014,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1411576526l/23268352._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1411576526l/23268352._SY75_.jpg,2014,,,scr,"Društvo hrvatskih književnika, Rijeka",false,42808768,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2014,1,1,0.00,0,0,"['1286739', '1981612', '8596176', '8596177', '6890599', '8596352', '6548801', '6558700', '6574950', '6555487', '8596142', '36635', '8596353', '6912950', '6870958', '6574662', '6574963', '8596223', '6574682', '8596354', '6860023', '8596355', '8596114', '8596356', '8596357', '8596358', '8596359', '7060366', '8596360', '6556180', '6908536', '8596112', '8596361', '6979419', '5342321', '8596362', '6405259', '5152992', '6912913', '6912361', '6904916', '8595999', '2874864', '8596363']","['Igor Žic', 'Paul-François Paoli', 'Milovan Buchberger', 'Tatjana Stupin Lukašević', 'Vjekoslava Jurdana', 'Jorgos Teotokas', 'Nikola Tutek', 'Davor Velnić', 'Franjo Deranja', 'Ljubica Kolarić Dumić', 'Mirjana Miljković', 'Juan Ramón Jiménez', 'Jelena Crnković', 'Mate Dvorničić', 'Jadran Zalokar', 'Đoni Božić', 'Davor Grgurić', 'Ivan Slišurić', 'Tomislav Kovačević', 'Tea Rukavina', 'Željko Krznarić', 'Kristijan Federer', 'Goran Gatalica', 'Zoran Jeličić', 'Dražen Zetić', 'Ivan Orehovac', 'Žaklina Kutija', 'Tamara Bakran', 'Silvana Milotić Kožulova', 'Zlatica Balas', 'Radovan Tadej', 'Vesna Miculinić Prešnjak', 'Radovan Knežević', 'Željka Lovrenčić', 'Ljerka Car Matutinović', 'Anton Šuljić Boškinac', 'Vasil Tocinovski', 'Dragutin Rosandić', 'Ivan Kutnjak', 'Marinko Kovačević', 'Božidar Petrač', 'Nikola Šimić Tonin', 'Dragan Velikić', 'Jakov Ivaštinović']","['4.62', '4.00', '0.0', '0.0', '0.0', '0.0', '4.75', '4.81', '0.0', '2.00', '0.0', '3.82', '0.0', '2.00', '4.55', '4.11', '5.00', '0.0', '4.33', '5.00', '4.00', '0.0', '4.00', '0.0', '0.0', '0.0', '0.0', '4.00', '0.0', '0.0', '4.38', '0.0', '0.0', '3.70', '4.24', '0.0', '5.00', '4.00', '0.0', '4.50', '4.33', '4.33', '3.76', '0.0']",[],[],[],
34891600,36635,Tove Ditlevsen fortæller,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1966,,,dan,Hasselbalch,false,56145430,1,4,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['4034588', '47146', '18540', '6860348', '176095', '781315', '854076', '1063546', '1413446', '6765', '6637692', '4167057', '36635', '35760', '1049776']","['Bengt Anderberg', 'Albert Schweitzer', 'T.S. Eliot', 'Ulla Albeck', 'Tove Ditlevsen', 'Carl Ewald', 'Robert Louis Stevenson', 'Villy Sørensen', 'Herman Stilling', 'Virginia Woolf', 'Edith Rode', 'Meïr Aron Goldschmidt', 'Juan Ramón Jiménez', 'Charles Perrault', 'Beppe Wolgers']","['3.40', '3.98', '4.16', '2.43', '4.16', '3.95', '3.85', '3.84', '4.33', '3.88', '4.83', '4.06', '3.82', '4.04', '3.73']",[],[],[],"Antologi.<br /><br />INDHOLD:<br /><br />Bengt Anderberg: Jorden rundt på fem minutter<br />Albert Schweitzer: En pelikan fortæller<br />T.S. Eliot: To praktiske katte<br />Ulla Albeck: Himmel og jord<br />Tove Ditlevsen: Der var engang en lille hest<br />Carl Ewald: Øllebrød og tante Anna<br />Robert Louis Stevenson: Børnevers<br />Villy Sørensen: Bussen<br />Herman Stilling: Historien om to sprællemænd og en kagedame<br />Virginia Woolf: Frøken Lugtons forklæde<br />Edith Rode: To drømmere<br />M.A. Goldschmidt: Den polske kongesøn<br />Juan Ramón Jiménez: uddrag af ”Platero og jeg”<br />Charles Perrault: uddrag af ”Gåsemor”<br />Beppe Wolgers: Dyret, som ikke kunne lide naturen"
36518710,36635,La cocina de Zenobia,849469037X,9788494690372,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1509578919l/36518710._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1509578919l/36518710._SY75_.jpg,2017,9,,spa,Niebla,false,58240640,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2017,9,,0.00,0,0,"['14419186', '36635', '17287417', '17287418']","['Zenobia Camprubí', 'Juan Ramón Jiménez', 'Pepi Gallinato Ollero', 'María José Blanco Garrido']","['3.43', '3.82', '0.0', '0.0']",[],[],[],"La digitalización de los fondos de la Universidad de Puerto Rico ha permitido ahondar en los archivos relativos a la vida y obra de Juan Ramón Jiménez y Zenobia Camprubi. Entre la ingente documentación, se ha localizado un conjunto de numerosas recetas de cocina, tanto en español como en inglés, recogidas a lo largo de mucho tiempo por Zenobia Camprubi, y guardadas de diversa forma entre sus papeles y documentación. A veces aparecen sueltas, otras mezcladas en diversos idiomas o recogidas en diferentes cuadernos con diferentes tipos de documentos. También en cartas, sobres o pequeños trozos de papel. En total se han reunido 158 recetas, 102 en español y 56 en inglés.<br />Especial mención merecen los menús que se han localizado entre la diversa documentación, tanto en los archivos de Puerto Rico como extraídos de cartas. Son menús diseñados por el matrimonio, sugerencias de conocidos o recomendaciones de los médicos. Se han añadido al final de este singular recetario.<br />Esta edición se completa con un glosario de términos poco usuales, marcas de época y algunos productos o alimentos oriundos de la cocina antillana o estadounidense, destacados a lo largo del recetario con un asterisco, y una organización e índice alfabéticos para facilitar la búsqueda de las mismas."
45727148,36635,"Poesías españolas en versiones rusas, 1789 - 1980 / Испанская поэзия в русских переводах",,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1557692100l/45727148._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1557692100l/45727148._SY75_.jpg,1984,,,mul,Радуга,false,70515886,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['35771', '11046493', '34604', '25536', '34610', '36635', '54952', '527954', '44150']","['Lope de Vega', 'Luis de Góngora y Argote', 'Francisco de Quevedo', 'Miguel de Unamuno', 'Antonio Machado', 'Juan Ramón Jiménez', 'Rafael Alberti', 'Miguel Hernández', 'Federico García Lorca']","['3.58', '3.91', '3.75', '3.90', '4.05', '3.82', '3.79', '4.21', '3.98']",[],[],[],"Двуязичное испанско-русское издание. <br />В сборнике представлены лучшие образцы испанской лирики от древнейших времен до наших дней. Переводы выполнены известными русскими и советскими поэтами. Издание снабжено справками об авторах и переводчиках, а также комментариями к текстам."
52567669,36635,First Chapter Collection 003,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,72470562,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2015,6,5,0.00,0,0,"['13326', '66559', '3009967', '2117358', '90553', '239579', '53519', '44512', '4099543', '36635', '70762', '19413613', '9806664', '46553', '19413614', '17162619', '17245947', '18610555', '2713394', '19413615']","['Andrew Murray', 'Hesba Stretton', 'Joseph Smith Jr.', 'Horatio Alger Jr.', 'William Dean Howells', 'Charles Dickens', 'Thomas Malory', 'Edward Bulwer-Lytton', 'Frederick Marryat', 'Juan Ramón Jiménez', 'Hugh Lofting', 'Joyfull', 'Rachel', ""Glenn O'Brien"", 'Piper Reid', 'Bruce Kachuk', 'Alisson Veldhuis', 'DomBombadil', 'Maryann', 'Bekaroo']","['4.38', '3.55', '4.52', '3.55', '3.49', '3.89', '3.98', '3.78', '3.81', '3.82', '3.98', '0.0', '3.82', '4.09', '0.0', '3.75', '3.86', '1.00', '3.63', '0.0']",[],[],[],"Librivox First Chapter Collection 003 - a collection of the first chapters of 15 different books, chosen by Librivox volunteers. <br /><br />This volume includes the first chapters of books by Andrew Murray, William Dean Howells, Charles Dickens, Frederick Marryat, and others, plus Bible readings from the Reina Valera (Spanish) and King James versions, and more! (Summary by Rachel)"
48709973,36635,Coloquio con Juan Ramón Jiménez (Pensamiento nº 124),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,74065512,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['119762', '36635']","['José Lezama Lima', 'Juan Ramón Jiménez']","['4.11', '3.82']",[],[],[],
